"X01" "X02" "X03" "X04" "X05" "X06" "X07" "X08" "X09" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20"
197 32 0.44 19.91 196 32 0.24 19.82 187 31 0.46 19.94 203 34 0.6 22.87 218 34 1.68 21.91
196 32 0.24 19.82 187 31 0.46 19.94 203 34 0.6 22.87 218 34 1.68 21.91 229 33 0.99 20.71
187 31 0.46 19.94 203 34 0.6 22.87 218 34 1.68 21.91 229 33 0.99 20.71 210 33 0.24 20.34
203 34 0.6 22.87 218 34 1.68 21.91 229 33 0.99 20.71 210 33 0.24 20.34 231 33 0.42 19.95
218 34 1.68 21.91 229 33 0.99 20.71 210 33 0.24 20.34 231 33 0.42 19.95 196 33 0.03 20.61
229 33 0.99 20.71 210 33 0.24 20.34 231 33 0.42 19.95 196 33 0.03 20.61 185 33 0.33 20.33
210 33 0.24 20.34 231 33 0.42 19.95 196 33 0.03 20.61 185 33 0.33 20.33 229 34 0.81 20.43
231 33 0.42 19.95 196 33 0.03 20.61 185 33 0.33 20.33 229 34 0.81 20.43 206 31 0.2 18.05
196 33 0.03 20.61 185 33 0.33 20.33 229 34 0.81 20.43 206 31 0.2 18.05 216 33 1.57 19.73
185 33 0.33 20.33 229 34 0.81 20.43 206 31 0.2 18.05 216 33 1.57 19.73 232 32 0.92 18.54
229 34 0.81 20.43 206 31 0.2 18.05 216 33 1.57 19.73 232 32 0.92 18.54 245 31 1.1 18.26
206 31 0.2 18.05 216 33 1.57 19.73 232 32 0.92 18.54 245 31 1.1 18.26 206 32 0.1 18.31
216 33 1.57 19.73 232 32 0.92 18.54 245 31 1.1 18.26 206 32 0.1 18.31 192 32 0.39 19.27
232 32 0.92 18.54 245 31 1.1 18.26 206 32 0.1 18.31 192 32 0.39 19.27 195 33 0.08 20.45
245 31 1.1 18.26 206 32 0.1 18.31 192 32 0.39 19.27 195 33 0.08 20.45 225 32 1.68 19.57
206 32 0.1 18.31 192 32 0.39 19.27 195 33 0.08 20.45 225 32 1.68 19.57 207 32 0.68 19.77
192 32 0.39 19.27 195 33 0.08 20.45 225 32 1.68 19.57 207 32 0.68 19.77 216 34 0.05 20.96
195 33 0.08 20.45 225 32 1.68 19.57 207 32 0.68 19.77 216 34 0.05 20.96 226 32 1.54 19.28
225 32 1.68 19.57 207 32 0.68 19.77 216 34 0.05 20.96 226 32 1.54 19.28 201 32 0.35 19.8
207 32 0.68 19.77 216 34 0.05 20.96 226 32 1.54 19.28 201 32 0.35 19.8 196 32 0.38 19.98
216 34 0.05 20.96 226 32 1.54 19.28 201 32 0.35 19.8 196 32 0.38 19.98 215 34 1.69 20.88
226 32 1.54 19.28 201 32 0.35 19.8 196 32 0.38 19.98 215 34 1.69 20.88 239 32 1.21 19.3
201 32 0.35 19.8 196 32 0.38 19.98 215 34 1.69 20.88 239 32 1.21 19.3 251 33 0.72 21.36
196 32 0.38 19.98 215 34 1.69 20.88 239 32 1.21 19.3 251 33 0.72 21.36 229 33 0.28 20.33
215 34 1.69 20.88 239 32 1.21 19.3 251 33 0.72 21.36 229 33 0.28 20.33 212 33 0.21 20.76
239 32 1.21 19.3 251 33 0.72 21.36 229 33 0.28 20.33 212 33 0.21 20.76 243 33 1.18 20.96
251 33 0.72 21.36 229 33 0.28 20.33 212 33 0.21 20.76 243 33 1.18 20.96 224 33 0.3 20.25
229 33 0.28 20.33 212 33 0.21 20.76 243 33 1.18 20.96 224 33 0.3 20.25 215 32 0.23 19.48
212 33 0.21 20.76 243 33 1.18 20.96 224 33 0.3 20.25 215 32 0.23 19.48 207 32 0.24 19.85
243 33 1.18 20.96 224 33 0.3 20.25 215 32 0.23 19.48 207 32 0.24 19.85 226 33 2.08 20.61
224 33 0.3 20.25 215 32 0.23 19.48 207 32 0.24 19.85 226 33 2.08 20.61 210 33 0.46 20.76
215 32 0.23 19.48 207 32 0.24 19.85 226 33 2.08 20.61 210 33 0.46 20.76 207 32 0.44 20.28
207 32 0.24 19.85 226 33 2.08 20.61 210 33 0.46 20.76 207 32 0.44 20.28 226 33 1.68 20.77
226 33 2.08 20.61 210 33 0.46 20.76 207 32 0.44 20.28 226 33 1.68 20.77 211 32 0.26 20.19
210 33 0.46 20.76 207 32 0.44 20.28 226 33 1.68 20.77 211 32 0.26 20.19 234 35 1.26 20.64
207 32 0.44 20.28 226 33 1.68 20.77 211 32 0.26 20.19 234 35 1.26 20.64 222 32 0.15 19.99
226 33 1.68 20.77 211 32 0.26 20.19 234 35 1.26 20.64 222 32 0.15 19.99 209 32 0.04 19.51
211 32 0.26 20.19 234 35 1.26 20.64 222 32 0.15 19.99 209 32 0.04 19.51 194 32 0.03 19.46
234 35 1.26 20.64 222 32 0.15 19.99 209 32 0.04 19.51 194 32 0.03 19.46 189 33 0.35 20.29
222 32 0.15 19.99 209 32 0.04 19.51 194 32 0.03 19.46 189 33 0.35 20.29 203 32 0.36 19.81
209 32 0.04 19.51 194 32 0.03 19.46 189 33 0.35 20.29 203 32 0.36 19.81 219 33 0.66 20.16
194 32 0.03 19.46 189 33 0.35 20.29 203 32 0.36 19.81 219 33 0.66 20.16 240 32 0.75 19.26
189 33 0.35 20.29 203 32 0.36 19.81 219 33 0.66 20.16 240 32 0.75 19.26 212 32 0.07 19.69
203 32 0.36 19.81 219 33 0.66 20.16 240 32 0.75 19.26 212 32 0.07 19.69 201 32 0.04 19.62
219 33 0.66 20.16 240 32 0.75 19.26 212 32 0.07 19.69 201 32 0.04 19.62 206 33 2.84 20.52
240 32 0.75 19.26 212 32 0.07 19.69 201 32 0.04 19.62 206 33 2.84 20.52 235 35 0.3 21.81
212 32 0.07 19.69 201 32 0.04 19.62 206 33 2.84 20.52 235 35 0.3 21.81 215 33 0.26 20.73
201 32 0.04 19.62 206 33 2.84 20.52 235 35 0.3 21.81 215 33 0.26 20.73 200 33 0.31 20.36
206 33 2.84 20.52 235 35 0.3 21.81 215 33 0.26 20.73 200 33 0.31 20.36 227 35 1.19 21.81
235 35 0.3 21.81 215 33 0.26 20.73 200 33 0.31 20.36 227 35 1.19 21.81 208 33 0.24 20.16
215 33 0.26 20.73 200 33 0.31 20.36 227 35 1.19 21.81 208 33 0.24 20.16 200 33 0.14 20.49
200 33 0.31 20.36 227 35 1.19 21.81 208 33 0.24 20.16 200 33 0.14 20.49 209 33 0.1 20.1
227 35 1.19 21.81 208 33 0.24 20.16 200 33 0.14 20.49 209 33 0.1 20.1 188 34 0.04 20.93
208 33 0.24 20.16 200 33 0.14 20.49 209 33 0.1 20.1 188 34 0.04 20.93 192 33 0.27 20.44
200 33 0.14 20.49 209 33 0.1 20.1 188 34 0.04 20.93 192 33 0.27 20.44 220 32 1.67 19.49
209 33 0.1 20.1 188 34 0.04 20.93 192 33 0.27 20.44 220 32 1.67 19.49 190 34 0.12 21.09
188 34 0.04 20.93 192 33 0.27 20.44 220 32 1.67 19.49 190 34 0.12 21.09 208 33 1.24 20.54
192 33 0.27 20.44 220 32 1.67 19.49 190 34 0.12 21.09 208 33 1.24 20.54 225 33 0.83 20.51
220 32 1.67 19.49 190 34 0.12 21.09 208 33 1.24 20.54 225 33 0.83 20.51 210 32 0.47 19.28
190 34 0.12 21.09 208 33 1.24 20.54 225 33 0.83 20.51 210 32 0.47 19.28 227 33 0.8 19.67
208 33 1.24 20.54 225 33 0.83 20.51 210 32 0.47 19.28 227 33 0.8 19.67 213 32 0.57 18.76
225 33 0.83 20.51 210 32 0.47 19.28 227 33 0.8 19.67 213 32 0.57 18.76 229 31 1.41 18.06
210 32 0.47 19.28 227 33 0.8 19.67 213 32 0.57 18.76 229 31 1.41 18.06 210 32 0.27 19.56
227 33 0.8 19.67 213 32 0.57 18.76 229 31 1.41 18.06 210 32 0.27 19.56 222 33 1.73 19.74
213 32 0.57 18.76 229 31 1.41 18.06 210 32 0.27 19.56 222 33 1.73 19.74 235 32 2.01 18.64
229 31 1.41 18.06 210 32 0.27 19.56 222 33 1.73 19.74 235 32 2.01 18.64 233 33 0.44 19.59
210 32 0.27 19.56 222 33 1.73 19.74 235 32 2.01 18.64 233 33 0.44 19.59 226 34 0.11 20.01
222 33 1.73 19.74 235 32 2.01 18.64 233 33 0.44 19.59 226 34 0.11 20.01 207 36 0.78 22.9
235 32 2.01 18.64 233 33 0.44 19.59 226 34 0.11 20.01 207 36 0.78 22.9 192 32 0.53 19.74
233 33 0.44 19.59 226 34 0.11 20.01 207 36 0.78 22.9 192 32 0.53 19.74 223 33 1.4 19.63
226 34 0.11 20.01 207 36 0.78 22.9 192 32 0.53 19.74 223 33 1.4 19.63 238 34 2.51 20.62
207 36 0.78 22.9 192 32 0.53 19.74 223 33 1.4 19.63 238 34 2.51 20.62 249 32 2.06 19.7
192 32 0.53 19.74 223 33 1.4 19.63 238 34 2.51 20.62 249 32 2.06 19.7 218 35 0.13 21.16
223 33 1.4 19.63 238 34 2.51 20.62 249 32 2.06 19.7 218 35 0.13 21.16 234 32 0.83 18.7
238 34 2.51 20.62 249 32 2.06 19.7 218 35 0.13 21.16 234 32 0.83 18.7 228 34 0.1 20.26
249 32 2.06 19.7 218 35 0.13 21.16 234 32 0.83 18.7 228 34 0.1 20.26 238 33 1.16 19.33
218 35 0.13 21.16 234 32 0.83 18.7 228 34 0.1 20.26 238 33 1.16 19.33 250 34 0.63 20.14
234 32 0.83 18.7 228 34 0.1 20.26 238 33 1.16 19.33 250 34 0.63 20.14 219 33 0.06 19.29
228 34 0.1 20.26 238 33 1.16 19.33 250 34 0.63 20.14 219 33 0.06 19.29 237 32 1.22 18.88
238 33 1.16 19.33 250 34 0.63 20.14 219 33 0.06 19.29 237 32 1.22 18.88 257 33 0.69 19.44
250 34 0.63 20.14 219 33 0.06 19.29 237 32 1.22 18.88 257 33 0.69 19.44 267 32 1.31 19.9
219 33 0.06 19.29 237 32 1.22 18.88 257 33 0.69 19.44 267 32 1.31 19.9 243 32 0.39 19.48
237 32 1.22 18.88 257 33 0.69 19.44 267 32 1.31 19.9 243 32 0.39 19.48 223 31 0.14 18.82
257 33 0.69 19.44 267 32 1.31 19.9 243 32 0.39 19.48 223 31 0.14 18.82 237 32 1.56 18.98
267 32 1.31 19.9 243 32 0.39 19.48 223 31 0.14 18.82 237 32 1.56 18.98 220 31 0.77 18.78
243 32 0.39 19.48 223 31 0.14 18.82 237 32 1.56 18.98 220 31 0.77 18.78 214 32 0.47 19.68
223 31 0.14 18.82 237 32 1.56 18.98 220 31 0.77 18.78 214 32 0.47 19.68 207 32 0.61 19.39
237 32 1.56 18.98 220 31 0.77 18.78 214 32 0.47 19.68 207 32 0.61 19.39 209 32 0.19 20.01
220 31 0.77 18.78 214 32 0.47 19.68 207 32 0.61 19.39 209 32 0.19 20.01 240 33 3.31 20.71
214 32 0.47 19.68 207 32 0.61 19.39 209 32 0.19 20.01 240 33 3.31 20.71 223 33 0.52 21.12
207 32 0.61 19.39 209 32 0.19 20.01 240 33 3.31 20.71 223 33 0.52 21.12 207 32 0.39 20.35
209 32 0.19 20.01 240 33 3.31 20.71 223 33 0.52 21.12 207 32 0.39 20.35 207 32 0.2 20.65
240 33 3.31 20.71 223 33 0.52 21.12 207 32 0.39 20.35 207 32 0.2 20.65 235 34 3.31 20.79
223 33 0.52 21.12 207 32 0.39 20.35 207 32 0.2 20.65 235 34 3.31 20.79 214 33 1.8 20.19
207 32 0.39 20.35 207 32 0.2 20.65 235 34 3.31 20.79 214 33 1.8 20.19 226 33 0.97 20.12
207 32 0.2 20.65 235 34 3.31 20.79 214 33 1.8 20.19 226 33 0.97 20.12 194 32 0.07 20.07
235 34 3.31 20.79 214 33 1.8 20.19 226 33 0.97 20.12 194 32 0.07 20.07 191 32 0.15 19.43
214 33 1.8 20.19 226 33 0.97 20.12 194 32 0.07 20.07 191 32 0.15 19.43 183 31 0.03 19.27
226 33 0.97 20.12 194 32 0.07 20.07 191 32 0.15 19.43 183 31 0.03 19.27 195 32 0.46 19.52
194 32 0.07 20.07 191 32 0.15 19.43 183 31 0.03 19.27 195 32 0.46 19.52 224 33 3.08 20.17
191 32 0.15 19.43 183 31 0.03 19.27 195 32 0.46 19.52 224 33 3.08 20.17 222 33 0.5 20.06
183 31 0.03 19.27 195 32 0.46 19.52 224 33 3.08 20.17 222 33 0.5 20.06 226 33 0.08 20.26
195 32 0.46 19.52 224 33 3.08 20.17 222 33 0.5 20.06 226 33 0.08 20.26 242 34 0.56 20.38
224 33 3.08 20.17 222 33 0.5 20.06 226 33 0.08 20.26 242 34 0.56 20.38 210 34 0.06 20.38
222 33 0.5 20.06 226 33 0.08 20.26 242 34 0.56 20.38 210 34 0.06 20.38 230 32 0.09 19.05
226 33 0.08 20.26 242 34 0.56 20.38 210 34 0.06 20.38 230 32 0.09 19.05 238 33 0.15 20.06
242 34 0.56 20.38 210 34 0.06 20.38 230 32 0.09 19.05 238 33 0.15 20.06 230 31 0.34 18.59
210 34 0.06 20.38 230 32 0.09 19.05 238 33 0.15 20.06 230 31 0.34 18.59 216 32 0.05 20.09
230 32 0.09 19.05 238 33 0.15 20.06 230 31 0.34 18.59 216 32 0.05 20.09 206 33 0.24 20.56
238 33 0.15 20.06 230 31 0.34 18.59 216 32 0.05 20.09 206 33 0.24 20.56 196 31 0.07 19.07
230 31 0.34 18.59 216 32 0.05 20.09 206 33 0.24 20.56 196 31 0.07 19.07 184 32 0.04 19.36
216 32 0.05 20.09 206 33 0.24 20.56 196 31 0.07 19.07 184 32 0.04 19.36 178 33 0.04 20.49
206 33 0.24 20.56 196 31 0.07 19.07 184 32 0.04 19.36 178 33 0.04 20.49 173 32 0.07 20.31
196 31 0.07 19.07 184 32 0.04 19.36 178 33 0.04 20.49 173 32 0.07 20.31 211 35 0.8 20.71
184 32 0.04 19.36 178 33 0.04 20.49 173 32 0.07 20.31 211 35 0.8 20.71 202 34 0.23 21.12
178 33 0.04 20.49 173 32 0.07 20.31 211 35 0.8 20.71 202 34 0.23 21.12 192 33 0.06 20.31
173 32 0.07 20.31 211 35 0.8 20.71 202 34 0.23 21.12 192 33 0.06 20.31 192 33 0.21 20.04
211 35 0.8 20.71 202 34 0.23 21.12 192 33 0.06 20.31 192 33 0.21 20.04 199 34 0.16 19.84
202 34 0.23 21.12 192 33 0.06 20.31 192 33 0.21 20.04 199 34 0.16 19.84 216 32 1.43 19.8
192 33 0.06 20.31 192 33 0.21 20.04 199 34 0.16 19.84 216 32 1.43 19.8 197 33 0.43 20.37
192 33 0.21 20.04 199 34 0.16 19.84 216 32 1.43 19.8 197 33 0.43 20.37 210 32 0.54 19.64
199 34 0.16 19.84 216 32 1.43 19.8 197 33 0.43 20.37 210 32 0.54 19.64 194 31 0.54 18.86
216 32 1.43 19.8 197 33 0.43 20.37 210 32 0.54 19.64 194 31 0.54 18.86 190 32 0.29 19.96
197 33 0.43 20.37 210 32 0.54 19.64 194 31 0.54 18.86 190 32 0.29 19.96 183 32 0.03 19.76
210 32 0.54 19.64 194 31 0.54 18.86 190 32 0.29 19.96 183 32 0.03 19.76 187 33 0.11 20.04
194 31 0.54 18.86 190 32 0.29 19.96 183 32 0.03 19.76 187 33 0.11 20.04 217 32 1.53 19.77
190 32 0.29 19.96 183 32 0.03 19.76 187 33 0.11 20.04 217 32 1.53 19.77 195 33 0.88 20.29
183 32 0.03 19.76 187 33 0.11 20.04 217 32 1.53 19.77 195 33 0.88 20.29 181 34 0.07 19.24
187 33 0.11 20.04 217 32 1.53 19.77 195 33 0.88 20.29 181 34 0.07 19.24 184 32 0.71 19.57
217 32 1.53 19.77 195 33 0.88 20.29 181 34 0.07 19.24 184 32 0.71 19.57 193 32 0.29 19.24
195 33 0.88 20.29 181 34 0.07 19.24 184 32 0.71 19.57 193 32 0.29 19.24 198 33 0.63 19.43
181 34 0.07 19.24 184 32 0.71 19.57 193 32 0.29 19.24 198 33 0.63 19.43 181 36 0.09 20.34
184 32 0.71 19.57 193 32 0.29 19.24 198 33 0.63 19.43 181 36 0.09 20.34 216 34 3.66 19.61
193 32 0.29 19.24 198 33 0.63 19.43 181 36 0.09 20.34 216 34 3.66 19.61 192 33 1.19 19.45
198 33 0.63 19.43 181 36 0.09 20.34 216 34 3.66 19.61 192 33 1.19 19.45 226 35 0.82 20.13
181 36 0.09 20.34 216 34 3.66 19.61 192 33 1.19 19.45 226 35 0.82 20.13 212 35 0.38 20.77
216 34 3.66 19.61 192 33 1.19 19.45 226 35 0.82 20.13 212 35 0.38 20.77 203 34 0.36 19.82
192 33 1.19 19.45 226 35 0.82 20.13 212 35 0.38 20.77 203 34 0.36 19.82 213 35 0.64 20.26
226 35 0.82 20.13 212 35 0.38 20.77 203 34 0.36 19.82 213 35 0.64 20.26 198 33 0.58 18.07
212 35 0.38 20.77 203 34 0.36 19.82 213 35 0.64 20.26 198 33 0.58 18.07 220 32 0.89 18.74
203 34 0.36 19.82 213 35 0.64 20.26 198 33 0.58 18.07 220 32 0.89 18.74 219 35 0.03 19.66
213 35 0.64 20.26 198 33 0.58 18.07 220 32 0.89 18.74 219 35 0.03 19.66 210 33 0.4 19.38
198 33 0.58 18.07 220 32 0.89 18.74 219 35 0.03 19.66 210 33 0.4 19.38 202 34 0.46 18.91
220 32 0.89 18.74 219 35 0.03 19.66 210 33 0.4 19.38 202 34 0.46 18.91 222 31 3.68 19.12
219 35 0.03 19.66 210 33 0.4 19.38 202 34 0.46 18.91 222 31 3.68 19.12 233 32 2.79 19.51
210 33 0.4 19.38 202 34 0.46 18.91 222 31 3.68 19.12 233 32 2.79 19.51 208 32 0.38 18.99
202 34 0.46 18.91 222 31 3.68 19.12 233 32 2.79 19.51 208 32 0.38 18.99 223 33 1.79 18.58
222 31 3.68 19.12 233 32 2.79 19.51 208 32 0.38 18.99 223 33 1.79 18.58 235 34 3.54 19.78
233 32 2.79 19.51 208 32 0.38 18.99 223 33 1.79 18.58 235 34 3.54 19.78 189 34 0.04 18.69
208 32 0.38 18.99 223 33 1.79 18.58 235 34 3.54 19.78 189 34 0.04 18.69 212 32 3.07 19.04
223 33 1.79 18.58 235 34 3.54 19.78 189 34 0.04 18.69 212 32 3.07 19.04 197 32 0.54 18.96
235 34 3.54 19.78 189 34 0.04 18.69 212 32 3.07 19.04 197 32 0.54 18.96 189 33 0.69 18.92
189 34 0.04 18.69 212 32 3.07 19.04 197 32 0.54 18.96 189 33 0.69 18.92 203 33 0.61 20.83
212 32 3.07 19.04 197 32 0.54 18.96 189 33 0.69 18.92 203 33 0.61 20.83 198 34 0.86 21.26
197 32 0.54 18.96 189 33 0.69 18.92 203 33 0.61 20.83 198 34 0.86 21.26 218 34 2.87 20.21
189 33 0.69 18.92 203 33 0.61 20.83 198 34 0.86 21.26 218 34 2.87 20.21 209 33 1.08 19.96
203 33 0.61 20.83 198 34 0.86 21.26 218 34 2.87 20.21 209 33 1.08 19.96 220 32 2.24 19.91
198 34 0.86 21.26 218 34 2.87 20.21 209 33 1.08 19.96 220 32 2.24 19.91 204 33 0.64 20.61
218 34 2.87 20.21 209 33 1.08 19.96 220 32 2.24 19.91 204 33 0.64 20.61 221 34 1.28 20.23
209 33 1.08 19.96 220 32 2.24 19.91 204 33 0.64 20.61 221 34 1.28 20.23 233 33 3.19 19.57
220 32 2.24 19.91 204 33 0.64 20.61 221 34 1.28 20.23 233 33 3.19 19.57 245 34 7.93 19.02
204 33 0.64 20.61 221 34 1.28 20.23 233 33 3.19 19.57 245 34 7.93 19.02 255 36 1.49 19.98
221 34 1.28 20.23 233 33 3.19 19.57 245 34 7.93 19.02 255 36 1.49 19.98 225 33 0.09 19.21
233 33 3.19 19.57 245 34 7.93 19.02 255 36 1.49 19.98 225 33 0.09 19.21 218 33 0.05 20.33
245 34 7.93 19.02 255 36 1.49 19.98 225 33 0.09 19.21 218 33 0.05 20.33 204 33 0.3 19.72
255 36 1.49 19.98 225 33 0.09 19.21 218 33 0.05 20.33 204 33 0.3 19.72 222 32 5.81 18.86
225 33 0.09 19.21 218 33 0.05 20.33 204 33 0.3 19.72 222 32 5.81 18.86 203 33 2.01 19.41
218 33 0.05 20.33 204 33 0.3 19.72 222 32 5.81 18.86 203 33 2.01 19.41 222 32 2.09 20.72
204 33 0.3 19.72 222 32 5.81 18.86 203 33 2.01 19.41 222 32 2.09 20.72 234 32 1.1 19.76
222 32 5.81 18.86 203 33 2.01 19.41 222 32 2.09 20.72 234 32 1.1 19.76 215 33 1.02 20.54
203 33 2.01 19.41 222 32 2.09 20.72 234 32 1.1 19.76 215 33 1.02 20.54 234 35 5.8 20.79
222 32 2.09 20.72 234 32 1.1 19.76 215 33 1.02 20.54 234 35 5.8 20.79 214 33 1.27 19.89
234 32 1.1 19.76 215 33 1.02 20.54 234 35 5.8 20.79 214 33 1.27 19.89 229 34 3.32 21.66
215 33 1.02 20.54 234 35 5.8 20.79 214 33 1.27 19.89 229 34 3.32 21.66 242 33 2.36 20.19
234 35 5.8 20.79 214 33 1.27 19.89 229 34 3.32 21.66 242 33 2.36 20.19 218 33 0.87 20.44
214 33 1.27 19.89 229 34 3.32 21.66 242 33 2.36 20.19 218 33 0.87 20.44 202 33 1.21 20.11
229 34 3.32 21.66 242 33 2.36 20.19 218 33 0.87 20.44 202 33 1.21 20.11 219 33 4.43 20.25
242 33 2.36 20.19 218 33 0.87 20.44 202 33 1.21 20.11 219 33 4.43 20.25 238 34 0.28 20.06
218 33 0.87 20.44 202 33 1.21 20.11 219 33 4.43 20.25 238 34 0.28 20.06 214 34 1.11 22.27
202 33 1.21 20.11 219 33 4.43 20.25 238 34 0.28 20.06 214 34 1.11 22.27 224 33 8.2 21.01
219 33 4.43 20.25 238 34 0.28 20.06 214 34 1.11 22.27 224 33 8.2 21.01 201 34 1.51 21.48
238 34 0.28 20.06 214 34 1.11 22.27 224 33 8.2 21.01 201 34 1.51 21.48 212 33 0.82 20.13
214 34 1.11 22.27 224 33 8.2 21.01 201 34 1.51 21.48 212 33 0.82 20.13 191 34 0.42 21.13
224 33 8.2 21.01 201 34 1.51 21.48 212 33 0.82 20.13 191 34 0.42 21.13 206 36 6.07 19.51
201 34 1.51 21.48 212 33 0.82 20.13 191 34 0.42 21.13 206 36 6.07 19.51 217 33 8.82 18.94
212 33 0.82 20.13 191 34 0.42 21.13 206 36 6.07 19.51 217 33 8.82 18.94 199 33 0.62 20.06
191 34 0.42 21.13 206 36 6.07 19.51 217 33 8.82 18.94 199 33 0.62 20.06 213 33 0.75 19.54
206 36 6.07 19.51 217 33 8.82 18.94 199 33 0.62 20.06 213 33 0.75 19.54 195 34 0.16 21
217 33 8.82 18.94 199 33 0.62 20.06 213 33 0.75 19.54 195 34 0.16 21 216 34 9.2 20.49
199 33 0.62 20.06 213 33 0.75 19.54 195 34 0.16 21 216 34 9.2 20.49 231 34 6.99 19.26
213 33 0.75 19.54 195 34 0.16 21 216 34 9.2 20.49 231 34 6.99 19.26 241 35 1.43 19.49
195 34 0.16 21 216 34 9.2 20.49 231 34 6.99 19.26 241 35 1.43 19.49 220 36 0.05 18.77
216 34 9.2 20.49 231 34 6.99 19.26 241 35 1.43 19.49 220 36 0.05 18.77 261 34 0.41 19.84
231 34 6.99 19.26 241 35 1.43 19.49 220 36 0.05 18.77 261 34 0.41 19.84 206 34 0.25 20.17
241 35 1.43 19.49 220 36 0.05 18.77 261 34 0.41 19.84 206 34 0.25 20.17 227 33 0.14 19.47
220 36 0.05 18.77 261 34 0.41 19.84 206 34 0.25 20.17 227 33 0.14 19.47 245 34 0.33 20.54
261 34 0.41 19.84 206 34 0.25 20.17 227 33 0.14 19.47 245 34 0.33 20.54 255 33 0.19 19.77
206 34 0.25 20.17 227 33 0.14 19.47 245 34 0.33 20.54 255 33 0.19 19.77 242 34 0.11 18.56
227 33 0.14 19.47 245 34 0.33 20.54 255 33 0.19 19.77 242 34 0.11 18.56 221 33 0.06 20.19
245 34 0.33 20.54 255 33 0.19 19.77 242 34 0.11 18.56 221 33 0.06 20.19 249 34 0.04 19.52
255 33 0.19 19.77 242 34 0.11 18.56 221 33 0.06 20.19 249 34 0.04 19.52 259 34 0.54 18.43
242 34 0.11 18.56 221 33 0.06 20.19 249 34 0.04 19.52 259 34 0.54 18.43 231 32 0.03 17.26
221 33 0.06 20.19 249 34 0.04 19.52 259 34 0.54 18.43 231 32 0.03 17.26 209 33 0.03 19.36
249 34 0.04 19.52 259 34 0.54 18.43 231 32 0.03 17.26 209 33 0.03 19.36 207 32 0.03 18.56
259 34 0.54 18.43 231 32 0.03 17.26 209 33 0.03 19.36 207 32 0.03 18.56 213 34 0.03 19.29
231 32 0.03 17.26 209 33 0.03 19.36 207 32 0.03 18.56 213 34 0.03 19.29 200 33 0.05 20.29
209 33 0.03 19.36 207 32 0.03 18.56 213 34 0.03 19.29 200 33 0.05 20.29 192 32 0.01 19.54
207 32 0.03 18.56 213 34 0.03 19.29 200 33 0.05 20.29 192 32 0.01 19.54 206 34 0.03 20.63
213 34 0.03 19.29 200 33 0.05 20.29 192 32 0.01 19.54 206 34 0.03 20.63 189 34 0.01 21.11
200 33 0.05 20.29 192 32 0.01 19.54 206 34 0.03 20.63 189 34 0.01 21.11 258 35 0.01 20.05
192 32 0.01 19.54 206 34 0.03 20.63 189 34 0.01 21.11 258 35 0.01 20.05 200 35 0.08 20.32
206 34 0.03 20.63 189 34 0.01 21.11 258 35 0.01 20.05 200 35 0.08 20.32 173 33 0.04 21.58
189 34 0.01 21.11 258 35 0.01 20.05 200 35 0.08 20.32 173 33 0.04 21.58 204 33 0.04 20.61
258 35 0.01 20.05 200 35 0.08 20.32 173 33 0.04 21.58 204 33 0.04 20.61 221 33 0.14 21.31
200 35 0.08 20.32 173 33 0.04 21.58 204 33 0.04 20.61 221 33 0.14 21.31 187 34 0.04 21.06
173 33 0.04 21.58 204 33 0.04 20.61 221 33 0.14 21.31 187 34 0.04 21.06 212 33 0.02 20.75
204 33 0.04 20.61 221 33 0.14 21.31 187 34 0.04 21.06 212 33 0.02 20.75 229 36 0.07 21.3
221 33 0.14 21.31 187 34 0.04 21.06 212 33 0.02 20.75 229 36 0.07 21.3 185 33 0.1 20.77
187 34 0.04 21.06 212 33 0.02 20.75 229 36 0.07 21.3 185 33 0.1 20.77 204 33 0.04 19.63
212 33 0.02 20.75 229 36 0.07 21.3 185 33 0.1 20.77 204 33 0.04 19.63 235 35 0.02 20.56
229 36 0.07 21.3 185 33 0.1 20.77 204 33 0.04 19.63 235 35 0.02 20.56 211 35 0.07 18.93
185 33 0.1 20.77 204 33 0.04 19.63 235 35 0.02 20.56 211 35 0.07 18.93 224 35 0.04 19.39
204 33 0.04 19.63 235 35 0.02 20.56 211 35 0.07 18.93 224 35 0.04 19.39 199 33 0.18 19.13
235 35 0.02 20.56 211 35 0.07 18.93 224 35 0.04 19.39 199 33 0.18 19.13 194 33 0.15 19.61
211 35 0.07 18.93 224 35 0.04 19.39 199 33 0.18 19.13 194 33 0.15 19.61 218 34 0.03 20.32
224 35 0.04 19.39 199 33 0.18 19.13 194 33 0.15 19.61 218 34 0.03 20.32 195 34 0.06 19.66
199 33 0.18 19.13 194 33 0.15 19.61 218 34 0.03 20.32 195 34 0.06 19.66 181 34 0.02 20.32
194 33 0.15 19.61 218 34 0.03 20.32 195 34 0.06 19.66 181 34 0.02 20.32 184 35 0.05 20.98
218 34 0.03 20.32 195 34 0.06 19.66 181 34 0.02 20.32 184 35 0.05 20.98 218 36 0.03 20.27
195 34 0.06 19.66 181 34 0.02 20.32 184 35 0.05 20.98 218 36 0.03 20.27 182 34 0.05 20.79
181 34 0.02 20.32 184 35 0.05 20.98 218 36 0.03 20.27 182 34 0.05 20.79 208 34 0.27 19.24
184 35 0.05 20.98 218 36 0.03 20.27 182 34 0.05 20.79 208 34 0.27 19.24 209 32 0.07 19.86
