time_index,Nb process http,Cpu http,Cpu global
2020-08-28 16:56:00,174.0,0.04,4.32
2020-08-28 16:57:00,204.0,0.18,5.68
2020-08-28 16:58:00,181.0,0.04,4.88
2020-08-28 16:59:00,192.0,0.06,3.7
2020-08-28 17:00:00,211.0,0.09,4.02
2020-08-28 17:01:00,181.0,0.03,3.12
2020-08-28 17:02:00,163.0,0.05,3.3
2020-08-28 17:03:00,181.0,0.19,3.48
2020-08-28 17:04:00,184.0,0.06,5.95
2020-08-28 17:05:00,172.0,0.07,4.68
2020-08-28 17:06:00,176.0,0.05,4.46
2020-08-28 17:07:00,192.0,0.24,7.29
2020-08-28 17:08:00,173.0,0.1,5.65
2020-08-28 17:09:00,189.0,0.17,4.88
2020-08-28 17:10:00,203.0,0.16,6.8
2020-08-28 17:11:00,179.0,0.02,5.79
2020-08-28 17:12:00,188.0,0.19,4.6
2020-08-28 17:13:00,200.0,0.07,4.58
2020-08-28 17:14:00,182.0,0.04,4.63
2020-08-28 17:15:00,194.0,0.16,4.96
2020-08-28 17:16:00,168.0,0.03,4.09
2020-08-28 17:17:00,184.0,0.16,3.77
2020-08-28 17:18:00,163.0,0.08,5.42
2020-08-28 17:19:00,168.0,0.03,6.44
2020-08-28 17:20:00,163.0,0.06,5.04
2020-08-28 17:21:00,176.0,0.21,3.87
2020-08-28 17:22:00,143.0,0.09,3.18
2020-08-28 17:23:00,164.0,0.07,5.33
2020-08-28 17:24:00,178.0,0.11,6.0
2020-08-28 17:25:00,165.0,0.08,4.04
2020-08-28 17:26:00,163.0,0.02,5.75
2020-08-28 17:27:00,177.0,0.03,6.14
2020-08-28 17:28:00,156.0,0.04,6.39
2020-08-28 17:29:00,178.0,0.18,4.22
2020-08-28 17:30:00,188.0,0.17,5.64
2020-08-28 17:31:00,197.0,0.26,6.18
2020-08-28 17:32:00,154.0,0.05,5.37
2020-08-28 17:33:00,170.0,0.23,6.77
2020-08-28 17:34:00,147.0,0.04,6.62
2020-08-28 17:35:00,173.0,0.21,6.37
2020-08-28 17:36:00,189.0,0.08,7.19
2020-08-28 17:37:00,178.0,0.09,6.24
2020-08-28 17:38:00,146.0,0.03,6.27
2020-08-28 17:39:00,175.0,0.24,5.9
2020-08-28 17:40:00,159.0,0.07,6.76
2020-08-28 17:41:00,188.0,0.08,6.12
2020-08-28 17:42:00,209.0,0.19,7.17
2020-08-28 17:43:00,185.0,0.07,10.02
2020-08-28 17:44:00,161.0,0.04,6.72
2020-08-28 17:45:00,188.0,0.15,8.93
2020-08-28 17:46:00,206.0,0.17,7.07
2020-08-28 17:47:00,184.0,0.04,5.75
2020-08-28 17:48:00,197.0,0.07,5.29
2020-08-28 17:49:00,181.0,0.04,5.97
2020-08-28 17:50:00,163.0,0.07,5.85
2020-08-28 17:51:00,182.0,0.15,5.29
2020-08-28 17:52:00,172.0,0.03,5.69
2020-08-28 17:53:00,153.0,0.03,5.92
2020-08-28 17:54:00,174.0,0.03,4.42
2020-08-28 17:55:00,190.0,0.14,5.47
2020-08-28 17:56:00,171.0,0.04,6.03
2020-08-28 17:57:00,194.0,0.09,5.44
2020-08-28 17:58:00,205.0,0.14,5.15
2020-08-28 17:59:00,187.0,0.06,5.16
2020-08-28 18:00:00,203.0,0.16,6.35
2020-08-28 18:01:00,216.0,0.23,6.45
2020-08-28 18:02:00,168.0,0.06,6.15
2020-08-28 18:03:00,214.0,0.14,5.89
2020-08-28 18:04:00,178.0,0.01,5.86
2020-08-28 18:05:00,191.0,0.15,5.29
2020-08-28 18:06:00,185.0,0.03,5.92
2020-08-28 18:07:00,201.0,0.14,4.66
2020-08-28 18:08:00,166.0,0.06,3.47
2020-08-28 18:09:00,187.0,0.16,3.85
2020-08-28 18:10:00,169.0,0.06,4.17
2020-08-28 18:11:00,181.0,0.12,4.69
2020-08-28 18:12:00,173.0,0.04,4.84
2020-08-28 18:13:00,175.0,0.06,7.92
2020-08-28 18:14:00,160.0,0.04,4.87
2020-08-28 18:15:00,193.0,0.19,4.05
2020-08-28 18:16:00,174.0,0.04,4.51
2020-08-28 18:17:00,168.0,0.04,4.59
2020-08-28 18:18:00,188.0,0.13,5.45
2020-08-28 18:19:00,174.0,0.07,4.59
2020-08-28 18:20:00,188.0,0.06,4.86
2020-08-28 18:21:00,233.0,0.05,4.83
2020-08-28 18:22:00,184.0,0.03,4.18
2020-08-28 18:23:00,180.0,0.01,3.59
2020-08-28 18:24:00,187.0,0.06,3.8
2020-08-28 18:25:00,162.0,2.17,3.89
2020-08-28 18:26:00,204.0,0.26,4.54
2020-08-28 18:27:00,178.0,0.02,4.8
2020-08-28 18:28:00,203.0,0.17,3.97
2020-08-28 18:29:00,187.0,0.07,4.3
2020-08-28 18:30:00,175.0,0.05,5.02
2020-08-28 18:31:00,192.0,0.09,4.31
2020-08-28 18:32:00,204.0,0.08,3.82
2020-08-28 18:33:00,214.0,0.18,3.89
2020-08-28 18:34:00,170.0,0.03,4.2
2020-08-28 18:35:00,183.0,0.04,3.98
2020-08-28 18:36:00,196.0,0.18,4.54
2020-08-28 18:37:00,208.0,0.05,3.67
2020-08-28 18:38:00,189.0,0.03,4.23
2020-08-28 18:39:00,171.0,0.03,4.27
2020-08-28 18:40:00,181.0,0.02,3.67
2020-08-28 18:41:00,196.0,0.02,4.71
2020-08-28 18:42:00,194.0,0.04,4.09
2020-08-28 18:43:00,215.0,0.19,3.23
2020-08-28 18:44:00,165.0,0.04,3.23
2020-08-28 18:45:00,220.0,0.12,6.91
2020-08-28 18:46:00,184.0,0.04,4.48
2020-08-28 18:47:00,206.0,0.19,3.95
2020-08-28 18:48:00,194.0,0.07,4.61
2020-08-28 18:49:00,185.0,0.04,4.13
2020-08-28 18:50:00,194.0,0.1,3.17
2020-08-28 18:51:00,208.0,0.06,3.57
2020-08-28 18:52:00,177.0,0.02,3.48
2020-08-28 18:53:00,183.0,0.03,3.13
2020-08-28 18:54:00,198.0,0.07,3.66
2020-08-28 18:55:00,188.0,0.09,4.1
2020-08-28 18:56:00,198.0,0.04,4.03
2020-08-28 18:57:00,218.0,0.17,4.16
2020-08-28 18:58:00,205.0,0.06,4.1
2020-08-28 18:59:00,190.0,0.03,3.4
2020-08-28 19:00:00,213.0,0.19,3.36
2020-08-28 19:01:00,245.0,0.23,6.36
2020-08-28 19:02:00,185.0,0.04,4.54
2020-08-28 19:03:00,204.0,0.04,3.66
2020-08-28 19:04:00,216.0,0.18,3.14
2020-08-28 19:05:00,182.0,0.04,6.1
2020-08-28 19:06:00,201.0,0.04,7.6
2020-08-28 19:07:00,184.0,0.03,6.7
2020-08-28 19:08:00,198.0,0.09,11.86
2020-08-28 19:09:00,184.0,0.04,9.27
2020-08-28 19:10:00,177.0,0.05,6.6
2020-08-28 19:11:00,224.0,0.18,4.68
2020-08-28 19:12:00,184.0,0.04,5.81
2020-08-28 19:13:00,177.0,0.03,6.22
2020-08-28 19:14:00,189.0,0.04,6.44
2020-08-28 19:15:00,204.0,0.03,6.59
2020-08-28 19:16:00,189.0,0.05,7.75
2020-08-28 19:17:00,189.0,0.09,6.21
2020-08-28 19:18:00,188.0,0.04,6.32
2020-08-28 19:19:00,202.0,0.05,5.07
2020-08-28 19:20:00,175.0,0.04,7.05
2020-08-28 19:21:00,207.0,0.14,7.11
2020-08-28 19:22:00,168.0,0.03,6.89
2020-08-28 19:23:00,193.0,0.08,5.97
2020-08-28 19:24:00,174.0,0.03,8.32
2020-08-28 19:25:00,207.0,0.26,6.56
2020-08-28 19:26:00,178.0,0.11,6.06
2020-08-28 19:27:00,174.0,0.07,5.96
2020-08-28 19:28:00,161.0,0.04,6.16
2020-08-28 19:29:00,171.0,0.05,6.12
2020-08-28 19:30:00,191.0,0.09,7.75
2020-08-28 19:31:00,229.0,0.28,6.42
2020-08-28 19:32:00,174.0,0.04,6.52
2020-08-28 19:33:00,179.0,0.03,6.9
2020-08-28 19:34:00,190.0,0.08,6.28
2020-08-28 19:35:00,201.0,0.17,5.07
2020-08-28 19:36:00,212.0,0.17,5.25
2020-08-28 19:38:00,193.0,0.18,5.96
2020-08-28 19:40:00,183.0,0.07,5.73
2020-08-28 19:42:00,167.0,0.23,5.69
2020-08-28 19:44:00,186.0,0.2,5.58
2020-08-28 19:46:00,180.0,0.06,5.36
2020-08-28 19:47:00,188.0,0.04,5.21
2020-08-28 19:48:00,193.0,0.03,5.43
2020-08-28 19:49:00,175.0,0.02,4.83
2020-08-28 19:50:00,177.0,0.09,4.52
2020-08-28 19:51:00,190.0,0.06,5.07
2020-08-28 19:52:00,203.0,0.24,4.02
2020-08-28 19:53:00,185.0,0.24,5.95
2020-08-28 19:54:00,196.0,0.07,4.62
2020-08-28 19:55:00,159.0,0.31,5.97
2020-08-28 19:56:00,182.0,0.1,4.87
2020-08-28 19:57:00,169.0,0.04,4.7
2020-08-28 19:58:00,184.0,0.04,3.85
2020-08-28 19:59:00,194.0,0.27,3.48
2020-08-28 20:00:00,173.0,0.26,4.05
2020-08-28 20:01:00,187.0,0.09,4.42
2020-08-28 20:02:00,217.0,0.21,5.3
2020-08-28 20:03:00,196.0,0.21,4.59
2020-08-28 20:04:00,173.0,0.09,3.77
2020-08-28 20:05:00,168.0,0.11,4.42
2020-08-28 20:06:00,184.0,0.07,4.66
2020-08-28 20:07:00,174.0,0.23,4.34
2020-08-28 20:08:00,204.0,0.17,4.39
2020-08-28 20:09:00,183.0,0.14,3.79
2020-08-28 20:10:00,168.0,0.09,4.49
2020-08-28 20:11:00,232.0,0.2,4.37
2020-08-28 20:12:00,209.0,0.27,5.13
2020-08-28 20:13:00,186.0,0.04,4.44
2020-08-28 20:14:00,199.0,0.04,4.28
2020-08-28 20:15:00,181.0,0.16,4.07
2020-08-28 20:16:00,205.0,0.08,3.64
2020-08-28 20:17:00,204.0,0.21,4.98
2020-08-28 20:18:00,184.0,0.07,4.41
2020-08-28 20:19:00,173.0,0.06,3.85
2020-08-28 20:20:00,178.0,0.33,4.25
2020-08-28 20:21:00,174.0,0.1,4.04
2020-08-28 20:22:00,182.0,0.21,3.6
2020-08-28 20:23:00,204.0,0.05,4.65
2020-08-28 20:24:00,170.0,0.06,4.35
2020-08-28 20:25:00,160.0,0.72,4.16
2020-08-28 20:26:00,208.0,0.68,5.55
2020-08-28 20:27:00,174.0,0.14,4.64
2020-08-28 20:28:00,158.0,2.2,6.38
2020-08-28 20:29:00,189.0,2.3,6.76
2020-08-28 20:30:00,164.0,0.47,5.47
2020-08-28 20:31:00,176.0,4.01,5.76
2020-08-28 20:32:00,227.0,1.88,6.67
2020-08-28 20:33:00,175.0,0.06,5.26
2020-08-28 20:34:00,192.0,1.87,3.67
2020-08-28 20:35:00,212.0,0.06,4.06
2020-08-28 20:36:00,190.0,0.16,4.51
2020-08-28 20:37:00,166.0,0.14,4.02
2020-08-28 20:38:00,211.0,0.06,5.56
2020-08-28 20:39:00,190.0,0.11,6.1
2020-08-28 20:40:00,175.0,0.04,4.35
2020-08-28 20:41:00,200.0,0.03,3.93
2020-08-28 20:42:00,157.0,0.19,5.06
2020-08-28 20:43:00,149.0,0.01,5.48
2020-08-28 20:44:00,185.0,0.03,5.81
2020-08-28 20:45:00,156.0,0.1,5.27
2020-08-28 20:46:00,182.0,1.56,3.69
2020-08-28 20:47:00,177.0,0.03,4.77
2020-08-28 20:48:00,164.0,0.1,4.59
2020-08-28 20:49:00,174.0,2.19,5.55
2020-08-28 20:50:00,192.0,2.23,6.6
2020-08-28 20:51:00,164.0,0.23,6.53
2020-08-28 20:52:00,191.0,2.78,6.78
2020-08-28 20:53:00,195.0,0.07,5.66
2020-08-28 20:54:00,190.0,0.07,4.92
2020-08-28 20:55:00,169.0,0.06,6.12
2020-08-28 20:56:00,217.0,0.06,10.36
2020-08-28 20:57:00,170.0,0.14,7.96
2020-08-28 20:58:00,220.0,0.04,6.06
2020-08-28 20:59:00,198.0,0.09,6.96
2020-08-28 21:00:00,197.0,0.04,6.09
2020-08-28 21:01:00,190.0,0.06,7.66
2020-08-28 21:02:00,213.0,0.04,6.77
2020-08-28 21:03:00,180.0,0.19,6.9
2020-08-28 21:04:00,171.0,0.03,7.98
2020-08-28 21:05:00,187.0,0.04,6.99
2020-08-28 21:06:00,179.0,0.03,6.89
2020-08-28 21:07:00,179.0,0.06,6.28
2020-08-28 21:08:00,186.0,0.06,6.39
2020-08-28 21:09:00,180.0,0.03,6.27
2020-08-28 21:10:00,155.0,0.03,7.18
2020-08-28 21:11:00,216.0,0.03,5.08
2020-08-28 21:12:00,177.0,0.25,6.08
2020-08-28 21:13:00,227.0,0.04,6.9
2020-08-28 21:14:00,204.0,0.21,5.68
2020-08-28 21:15:00,166.0,0.04,7.36
2020-08-28 21:16:00,146.0,0.02,5.49
2020-08-28 21:17:00,233.0,0.09,5.92
2020-08-28 21:18:00,175.0,0.39,6.1
2020-08-28 21:19:00,151.0,0.08,5.33
2020-08-28 21:20:00,189.0,0.03,4.07
2020-08-28 21:21:00,160.0,0.19,5.26
2020-08-28 21:22:00,165.0,0.04,5.8
2020-08-28 21:23:00,184.0,0.03,5.27
2020-08-28 21:24:00,194.0,0.14,5.82
2020-08-28 21:25:00,156.0,0.16,6.19
2020-08-28 21:26:00,183.0,0.03,4.93
2020-08-28 21:27:00,205.0,0.13,5.62
2020-08-28 21:28:00,157.0,0.06,5.54
2020-08-28 21:29:00,186.0,0.03,5.01
2020-08-28 21:30:00,225.0,0.13,4.87
2020-08-28 21:31:00,167.0,0.12,14.71
2020-08-28 21:32:00,158.0,0.03,8.21
2020-08-28 21:33:00,182.0,0.03,6.5
2020-08-28 21:34:00,164.0,0.09,5.52
2020-08-28 21:35:00,178.0,0.02,4.95
2020-08-28 21:36:00,190.0,0.03,5.39
2020-08-28 21:37:00,153.0,0.05,4.82
2020-08-28 21:38:00,200.0,0.03,4.85
2020-08-28 21:39:00,147.0,0.06,5.21
2020-08-28 21:40:00,166.0,0.01,5.78
2020-08-28 21:41:00,171.0,0.02,5.38
2020-08-28 21:42:00,203.0,0.05,5.45
2020-08-28 21:43:00,152.0,0.15,9.78
2020-08-28 21:44:00,147.0,0.04,6.34
2020-08-28 21:45:00,166.0,1.84,5.62
2020-08-28 21:46:00,181.0,1.02,5.14
2020-08-28 21:47:00,174.0,0.1,5.02
2020-08-28 21:48:00,159.0,0.04,4.49
2020-08-28 21:49:00,160.0,0.03,4.32
2020-08-28 21:50:00,161.0,0.06,4.09
2020-08-28 21:51:00,181.0,0.04,4.51
2020-08-28 21:52:00,193.0,0.1,4.18
2020-08-28 21:53:00,179.0,0.04,3.79
2020-08-28 21:54:00,199.0,0.03,3.97
2020-08-28 21:55:00,176.0,0.21,3.75
2020-08-28 21:56:00,191.0,0.14,3.7
2020-08-28 21:57:00,204.0,0.11,3.57
2020-08-28 21:58:00,188.0,0.03,2.8
2020-08-28 21:59:00,205.0,0.06,4.68
2020-08-28 22:00:00,183.0,0.21,3.82
2020-08-28 22:01:00,151.0,0.09,3.41
2020-08-28 22:02:00,176.0,0.03,4.06
2020-08-28 22:03:00,163.0,0.04,3.76
2020-08-28 22:04:00,170.0,0.02,4.45
2020-08-28 22:05:00,157.0,0.03,3.61
2020-08-28 22:06:00,147.0,0.02,4.24
2020-08-28 22:07:00,180.0,0.05,4.26
2020-08-28 22:08:00,170.0,0.18,4.4
2020-08-28 22:09:00,160.0,0.06,4.21
2020-08-28 22:10:00,178.0,0.04,4.45
2020-08-28 22:11:00,172.0,0.04,4.88
2020-08-28 22:12:00,170.0,0.06,4.86
2020-08-28 22:13:00,183.0,0.01,5.43
2020-08-28 22:14:00,194.0,0.09,5.08
2020-08-28 22:15:00,197.0,0.14,6.74
2020-08-28 22:16:00,199.0,0.06,5.62
2020-08-28 22:17:00,141.0,0.03,5.38
2020-08-28 22:18:00,196.0,0.04,3.7
2020-08-28 22:19:00,180.0,0.2,6.0
2020-08-28 22:20:00,189.0,0.12,6.75
2020-08-28 22:21:00,176.0,0.04,6.05
2020-08-28 22:22:00,174.0,0.01,4.59
2020-08-28 22:23:00,169.0,0.01,4.45
2020-08-28 22:24:00,186.0,0.03,4.27
2020-08-28 22:25:00,166.0,0.17,5.61
2020-08-28 22:26:00,194.0,0.04,4.22
2020-08-28 22:27:00,205.0,0.05,3.71
2020-08-28 22:28:00,176.0,0.21,4.61
2020-08-28 22:29:00,190.0,0.02,5.74
2020-08-28 22:30:00,208.0,0.19,4.77
2020-08-28 22:31:00,189.0,0.2,4.46
2020-08-28 22:32:00,199.0,0.08,4.9
2020-08-28 22:33:00,186.0,0.08,5.34
2020-08-28 22:34:00,210.0,0.03,5.77
2020-08-28 22:35:00,200.0,0.17,5.78
2020-08-28 22:36:00,211.0,0.08,6.6
2020-08-28 22:37:00,220.0,0.1,6.75
2020-08-28 22:38:00,194.0,0.14,6.19
2020-08-28 22:39:00,208.0,0.04,6.5
2020-08-28 22:40:00,186.0,0.04,5.83
2020-08-28 22:41:00,206.0,0.03,5.98
2020-08-28 22:42:00,208.0,0.11,6.76
2020-08-28 22:43:00,196.0,0.05,5.6
2020-08-28 22:44:00,186.0,0.01,6.21
2020-08-28 22:45:00,182.0,0.03,6.47
2020-08-28 22:46:00,201.0,0.03,5.98
2020-08-28 22:47:00,185.0,0.09,6.67
2020-08-28 22:48:00,176.0,0.03,6.16
2020-08-28 22:49:00,197.0,0.03,5.69
2020-08-28 22:50:00,209.0,0.23,5.22
2020-08-28 22:51:00,221.0,0.07,5.7
2020-08-28 22:52:00,181.0,0.03,5.97
2020-08-28 22:53:00,173.0,0.03,5.69
2020-08-28 22:54:00,197.0,0.04,5.84
2020-08-28 22:55:00,181.0,0.16,7.16
2020-08-28 22:56:00,195.0,0.04,6.62
2020-08-28 22:57:00,210.0,0.13,5.76
2020-08-28 22:58:00,219.0,0.2,7.05
2020-08-28 22:59:00,183.0,0.25,5.68
2020-08-28 23:00:00,198.0,0.07,5.09
2020-08-28 23:01:00,217.0,0.19,5.74
2020-08-28 23:02:00,227.0,0.2,6.64
2020-08-28 23:03:00,192.0,0.16,10.5
2020-08-28 23:04:00,167.0,0.06,7.65
2020-08-28 23:05:00,207.0,0.04,5.41
2020-08-28 23:06:00,180.0,0.26,5.27
2020-08-28 23:07:00,179.0,0.07,9.96
2020-08-28 23:08:00,200.0,0.04,5.92
2020-08-28 23:09:00,173.0,0.21,6.41
2020-08-28 23:10:00,176.0,0.12,5.58
2020-08-28 23:11:00,175.0,0.09,5.93
2020-08-28 23:12:00,187.0,0.03,5.35
2020-08-28 23:13:00,191.0,0.02,6.16
2020-08-28 23:14:00,176.0,0.02,5.19
2020-08-28 23:15:00,153.0,0.02,6.14
2020-08-28 23:16:00,181.0,0.07,6.05
2020-08-28 23:17:00,182.0,0.23,5.48
2020-08-28 23:18:00,170.0,0.01,5.77
2020-08-28 23:19:00,202.0,0.01,5.11
2020-08-28 23:20:00,156.0,0.21,5.84
2020-08-28 23:21:00,165.0,0.1,6.6
2020-08-28 23:22:00,156.0,0.06,5.83
2020-08-28 23:23:00,203.0,0.07,4.37
2020-08-28 23:24:00,187.0,0.2,6.14
2020-08-28 23:25:00,170.0,0.06,4.9
2020-08-28 23:26:00,196.0,0.02,4.25
2020-08-28 23:27:00,175.0,0.11,6.48
2020-08-28 23:28:00,168.0,0.43,7.47
2020-08-28 23:29:00,187.0,0.33,5.25
2020-08-28 23:30:00,158.0,0.07,5.66
2020-08-28 23:31:00,180.0,0.01,4.85
2020-08-28 23:32:00,175.0,0.54,5.62
2020-08-28 23:33:00,151.0,0.03,5.04
2020-08-28 23:34:00,171.0,0.43,4.76
2020-08-28 23:35:00,183.0,0.68,5.26
2020-08-28 23:36:00,152.0,0.03,5.48
2020-08-28 23:37:00,168.0,0.07,4.53
2020-08-28 23:38:00,207.0,2.25,3.95
2020-08-28 23:39:00,174.0,0.17,3.9
2020-08-28 23:40:00,200.0,6.09,4.03
2020-08-28 23:41:00,163.0,0.19,4.1
2020-08-28 23:42:00,144.0,0.05,4.28
2020-08-28 23:43:00,159.0,0.07,3.81
2020-08-28 23:44:00,189.0,1.2,3.56
2020-08-28 23:45:00,180.0,0.07,5.14
2020-08-28 23:46:00,176.0,0.74,5.53
2020-08-28 23:47:00,174.0,0.08,4.67
2020-08-28 23:48:00,169.0,0.63,4.37
2020-08-28 23:49:00,201.0,0.68,4.16
2020-08-28 23:50:00,198.0,0.38,4.26
2020-08-28 23:51:00,214.0,0.41,3.6
2020-08-28 23:52:00,185.0,0.2,5.83
2020-08-28 23:53:00,176.0,0.07,5.11
2020-08-28 23:54:00,171.0,2.08,4.01
2020-08-28 23:55:00,161.0,0.03,4.07
2020-08-28 23:56:00,186.0,5.26,3.98
2020-08-28 23:57:00,154.0,0.07,4.33
2020-08-28 23:58:00,169.0,2.27,3.58
2020-08-28 23:59:00,152.0,0.12,2.88
2020-08-29 00:00:00,140.0,0.04,3.89
2020-08-29 00:01:00,196.0,1.19,3.71
2020-08-29 00:02:00,155.0,0.07,3.54
2020-08-29 00:03:00,146.0,0.04,3.24
2020-08-29 00:04:00,161.0,0.33,3.38
2020-08-29 00:05:00,150.0,0.04,3.42
2020-08-29 00:06:00,137.0,0.01,3.54
2020-08-29 00:07:00,141.0,0.14,4.31
2020-08-29 00:08:00,130.0,0.06,3.97
2020-08-29 00:09:00,132.0,0.07,3.69
2020-08-29 00:10:00,155.0,0.47,3.29
2020-08-29 00:11:00,141.0,0.12,4.08
2020-08-29 00:12:00,161.0,0.12,4.22
2020-08-29 00:13:00,170.0,0.04,5.93
2020-08-29 00:14:00,150.0,0.07,7.91
2020-08-29 00:15:00,143.0,0.04,6.9
2020-08-29 00:16:00,147.0,0.14,5.22
2020-08-29 00:17:00,130.0,0.06,4.01
2020-08-29 00:18:00,135.0,0.04,4.04
2020-08-29 00:19:00,143.0,0.07,3.17
2020-08-29 00:20:00,146.0,0.06,6.36
2020-08-29 00:21:00,143.0,0.04,8.18
2020-08-29 00:22:00,150.0,0.12,7.12
2020-08-29 00:23:00,153.0,0.09,6.62
2020-08-29 00:24:00,160.0,0.34,10.51
2020-08-29 00:25:00,186.0,2.92,7.84
2020-08-29 00:26:00,167.0,0.44,7.81
2020-08-29 00:27:00,168.0,0.16,6.76
2020-08-29 00:28:00,163.0,0.19,6.45
2020-08-29 00:29:00,154.0,0.23,6.72
2020-08-29 00:30:00,137.0,0.04,6.93
2020-08-29 00:31:00,179.0,3.4,6.74
2020-08-29 00:32:00,166.0,1.56,7.01
2020-08-29 00:33:00,188.0,1.98,7.5
2020-08-29 00:34:00,151.0,0.14,6.79
2020-08-29 00:35:00,169.0,0.89,6.69
2020-08-29 00:36:00,189.0,4.53,7.69
2020-08-29 00:37:00,202.0,3.69,6.95
2020-08-29 00:38:00,179.0,0.66,6.25
2020-08-29 00:39:00,163.0,0.58,5.44
2020-08-29 00:40:00,150.0,0.09,6.17
2020-08-29 00:41:00,147.0,0.11,5.06
2020-08-29 00:42:00,181.0,3.08,5.37
2020-08-29 00:43:00,162.0,0.8,5.67
2020-08-29 00:44:00,181.0,1.72,5.61
2020-08-29 00:45:00,135.0,0.04,5.82
2020-08-29 00:46:00,215.0,4.14,6.83
2020-08-29 00:47:00,163.0,0.24,6.11
2020-08-29 00:48:00,143.0,0.06,5.0
2020-08-29 00:49:00,189.0,4.13,5.76
2020-08-29 00:50:00,152.0,0.23,6.11
2020-08-29 00:51:00,153.0,1.19,6.01
2020-08-29 00:52:00,219.0,7.41,5.78
2020-08-29 00:53:00,172.0,0.23,5.42
2020-08-29 00:54:00,187.0,8.81,6.01
2020-08-29 00:55:00,153.0,0.22,5.47
2020-08-29 00:56:00,155.0,0.01,5.04
2020-08-29 00:57:00,191.0,0.99,5.14
2020-08-29 00:58:00,171.0,0.99,4.23
2020-08-29 00:59:00,192.0,3.73,5.1
2020-08-29 01:00:00,173.0,0.06,5.91
2020-08-29 01:01:00,204.0,1.32,4.67
2020-08-29 01:02:00,185.0,0.5,5.18
2020-08-29 01:03:00,156.0,0.07,4.2
2020-08-29 01:04:00,184.0,4.84,4.18
2020-08-29 01:05:00,201.0,6.31,4.36
2020-08-29 01:06:00,147.0,0.06,4.31
2020-08-29 01:07:00,161.0,1.01,3.94
2020-08-29 01:08:00,185.0,2.56,4.18
2020-08-29 01:09:00,154.0,0.09,6.04
2020-08-29 01:10:00,211.0,5.21,4.38
2020-08-29 01:11:00,189.0,1.41,6.09
2020-08-29 01:12:00,177.0,0.47,6.04
2020-08-29 01:13:00,165.0,0.74,5.33
2020-08-29 01:14:00,215.0,1.59,5.08
2020-08-29 01:15:00,166.0,0.06,5.79
2020-08-29 01:16:00,180.0,5.08,4.11
2020-08-29 01:17:00,166.0,1.72,5.56
2020-08-29 01:18:00,145.0,0.07,5.07
2020-08-29 01:19:00,194.0,3.05,4.36
2020-08-29 01:20:00,156.0,0.49,3.69
2020-08-29 01:21:00,174.0,1.84,4.2
2020-08-29 01:22:00,187.0,1.75,4.48
2020-08-29 01:23:00,170.0,0.04,4.7
2020-08-29 01:24:00,159.0,0.61,4.3
2020-08-29 01:25:00,187.0,4.29,4.07
2020-08-29 01:26:00,170.0,0.99,4.18
2020-08-29 01:27:00,200.0,0.76,5.1
2020-08-29 01:28:00,211.0,3.73,3.73
2020-08-29 01:29:00,172.0,0.14,3.85
2020-08-29 01:30:00,169.0,2.22,4.53
2020-08-29 01:31:00,165.0,0.71,3.76
2020-08-29 01:32:00,183.0,3.74,4.15
2020-08-29 01:33:00,169.0,2.16,4.86
2020-08-29 01:34:00,182.0,5.88,4.95
2020-08-29 01:35:00,179.0,0.47,4.4
2020-08-29 01:36:00,164.0,0.68,4.78
2020-08-29 01:37:00,212.0,2.41,3.81
2020-08-29 01:38:00,178.0,0.04,4.08
2020-08-29 01:39:00,201.0,10.13,4.65
2020-08-29 01:40:00,212.0,5.13,4.25
2020-08-29 01:41:00,173.0,0.25,5.19
2020-08-29 01:42:00,169.0,0.72,3.79
2020-08-29 01:43:00,201.0,2.36,3.75
2020-08-29 01:44:00,185.0,0.68,3.81
2020-08-29 01:45:00,165.0,0.12,3.78
2020-08-29 01:46:00,226.0,3.54,3.73
2020-08-29 01:47:00,182.0,0.17,5.11
2020-08-29 01:48:00,196.0,2.58,4.69
2020-08-29 01:49:00,212.0,1.88,3.96
2020-08-29 01:50:00,192.0,0.52,5.13
2020-08-29 01:51:00,167.0,0.06,4.25
2020-08-29 01:52:00,195.0,4.46,6.78
2020-08-29 01:53:00,171.0,0.2,4.72
2020-08-29 01:54:00,163.0,3.47,6.27
2020-08-29 01:55:00,162.0,3.84,5.27
2020-08-29 01:56:00,163.0,0.02,4.54
2020-08-29 01:57:00,154.0,1.68,4.72
2020-08-29 01:58:00,161.0,7.38,7.07
2020-08-29 01:59:00,157.0,0.11,6.83
2020-08-29 02:00:00,144.0,0.49,6.35
2020-08-29 02:01:00,165.0,0.39,5.19
2020-08-29 02:02:00,140.0,0.02,4.49
2020-08-29 02:03:00,155.0,0.2,6.72
2020-08-29 02:04:00,132.0,8.72,6.36
2020-08-29 02:05:00,160.0,0.68,6.02
2020-08-29 02:06:00,168.0,0.11,4.52
2020-08-29 02:07:00,151.0,0.49,5.69
2020-08-29 02:08:00,161.0,2.82,5.98
2020-08-29 02:09:00,171.0,0.41,7.28
2020-08-29 02:10:00,183.0,0.54,6.53
2020-08-29 02:11:00,161.0,0.03,6.59
2020-08-29 02:12:00,171.0,0.15,6.36
2020-08-29 02:13:00,161.0,9.51,6.7
2020-08-29 02:14:00,176.0,0.16,7.6
2020-08-29 02:15:00,188.0,0.15,8.75
2020-08-29 02:16:00,167.0,0.04,6.08
2020-08-29 02:17:00,179.0,0.12,6.34
2020-08-29 02:18:00,144.0,0.09,5.91
2020-08-29 02:19:00,142.0,0.43,6.15
