,Net In Global,Nb process http,Nb process php,Nb connection mysql,Cpu http,Cpu php,Cpu global
2020-09-12 01:09:00,0.09,157.0,35.0,42.0,0.91,20.12,7.6
2020-09-12 01:10:00,0.09,156.0,32.0,45.0,6.55,16.54,6.9
2020-09-12 01:11:00,0.09,175.0,35.0,44.0,0.07,18.64,4.56
2020-09-12 01:12:00,0.08,175.0,34.0,49.0,0.37,17.22,3.91
2020-09-12 01:13:00,0.08,171.0,31.0,54.0,0.34,15.73,6.78
2020-09-12 01:14:00,0.08,173.0,31.0,53.0,0.05,16.19,4.55
2020-09-12 01:15:00,0.07,188.0,33.0,46.0,0.07,17.1,7.23
2020-09-12 01:16:00,0.07,155.0,33.0,41.0,2.29,17.06,8.49
2020-09-12 01:17:00,0.08,150.0,32.0,45.0,2.75,16.43,5.29
2020-09-12 01:18:00,0.08,171.0,35.0,47.0,0.2,18.23,7.16
2020-09-12 01:19:00,0.08,151.0,34.0,51.0,1.64,18.76,5.07
2020-09-12 01:20:00,0.09,168.0,32.0,46.0,0.62,16.82,4.84
2020-09-12 01:21:00,0.08,166.0,33.0,47.0,2.01,16.97,4.28
2020-09-12 01:22:00,0.07,181.0,34.0,61.0,0.15,17.32,4.35
2020-09-12 01:23:00,0.08,178.0,33.0,49.0,0.06,17.7,7.01
2020-09-12 01:24:00,0.07,171.0,34.0,43.0,0.05,19.07,7.4
2020-09-12 01:25:00,0.06,173.0,34.0,50.0,0.04,17.78,8.63
2020-09-12 01:26:00,0.07,166.0,33.0,47.0,0.54,16.92,5.26
2020-09-12 01:27:00,0.07,211.0,33.0,56.0,0.21,17.26,7.13
2020-09-12 01:28:00,0.07,158.0,35.0,42.0,0.22,20.74,8.14
2020-09-12 01:29:00,0.08,151.0,34.0,49.0,0.06,17.9,8.98
2020-09-12 01:30:00,0.1,170.0,34.0,49.0,0.16,17.62,10.08
2020-09-12 01:31:00,0.08,156.0,33.0,47.0,0.11,17.52,9.58
2020-09-12 01:32:00,0.07,146.0,34.0,43.0,9.65,17.75,9.4
2020-09-12 01:33:00,0.08,170.0,34.0,48.0,0.19,18.16,8.64
2020-09-12 01:34:00,0.07,185.0,36.0,51.0,0.05,18.68,11.31
2020-09-12 01:35:00,0.07,155.0,33.0,50.0,0.07,18.23,9.36
2020-09-12 01:36:00,0.07,159.0,35.0,44.0,0.07,17.75,8.83
2020-09-12 01:37:00,0.07,165.0,32.0,48.0,0.28,16.71,8.08
2020-09-12 01:38:00,0.08,153.0,32.0,48.0,0.07,16.09,8.18
2020-09-12 01:39:00,0.07,184.0,33.0,54.0,0.07,16.64,7.66
2020-09-12 01:40:00,0.08,152.0,31.0,45.0,1.38,15.86,6.47
2020-09-12 01:41:00,0.08,150.0,31.0,53.0,2.12,15.94,6.33
2020-09-12 01:42:00,0.07,196.0,32.0,53.0,0.14,16.78,6.69
2020-09-12 01:43:00,0.07,147.0,31.0,60.0,0.02,16.22,5.89
2020-09-12 01:44:00,0.08,147.0,31.0,57.0,0.47,16.2,6.87
2020-09-12 01:45:00,0.07,140.0,31.0,52.0,2.19,16.34,8.38
2020-09-12 01:46:00,0.07,161.0,32.0,65.0,9.31,18.35,6.82
2020-09-12 01:47:00,0.07,170.0,34.0,45.0,0.16,18.64,8.13
2020-09-12 01:48:00,0.09,188.0,35.0,51.0,0.06,19.74,7.43
2020-09-12 01:49:00,0.07,174.0,31.0,43.0,1.86,19.97,5.96
2020-09-12 01:50:00,0.08,187.0,31.0,48.0,0.1,14.91,5.96
2020-09-12 01:51:00,0.08,211.0,32.0,48.0,0.18,16.38,7.19
2020-09-12 01:52:00,0.06,187.0,33.0,45.0,0.07,16.73,6.83
2020-09-12 01:53:00,0.08,145.0,32.0,49.0,0.03,16.19,7.07
2020-09-12 01:54:00,0.07,170.0,31.0,41.0,0.17,16.04,8.83
2020-09-12 01:55:00,0.07,162.0,33.0,45.0,2.21,16.76,6.95
2020-09-12 01:56:00,0.08,148.0,32.0,43.0,0.57,18.82,5.83
2020-09-12 01:57:00,0.07,168.0,32.0,47.0,0.21,17.43,5.77
2020-09-12 01:58:00,0.08,142.0,32.0,44.0,2.83,16.38,6.63
2020-09-12 01:59:00,0.07,163.0,33.0,43.0,0.06,16.76,5.6
2020-09-12 02:00:00,0.07,184.0,32.0,55.0,0.09,17.55,5.97
2020-09-12 02:01:00,0.08,171.0,33.0,52.0,0.03,16.97,6.28
2020-09-12 02:02:00,0.08,139.0,32.0,50.0,1.31,16.25,6.53
2020-09-12 02:03:00,0.08,156.0,31.0,49.0,0.09,16.31,6.41
2020-09-12 02:04:00,0.07,156.0,31.0,107.0,0.02,16.43,5.77
2020-09-12 02:05:00,0.08,124.0,32.0,109.0,0.03,16.45,6.86
2020-09-12 02:06:00,0.07,154.0,32.0,110.0,0.05,16.52,6.22
2020-09-12 02:07:00,0.07,165.0,32.0,106.0,0.04,16.53,5.98
2020-09-12 02:08:00,0.08,176.0,33.0,108.0,0.1,19.57,6.11
2020-09-12 02:09:00,0.07,194.0,35.0,134.0,0.04,22.18,8.19
2020-09-12 02:10:00,0.09,176.0,32.0,114.0,0.05,15.76,7.18
2020-09-12 02:11:00,0.07,187.0,31.0,105.0,0.17,15.25,5.71
2020-09-12 02:12:00,0.07,175.0,33.0,104.0,0.05,16.26,5.26
2020-09-12 02:13:00,0.08,171.0,32.0,89.0,0.04,15.32,5.01
2020-09-12 02:14:00,0.08,153.0,31.0,104.0,0.03,15.11,4.48
2020-09-12 02:15:00,0.07,178.0,32.0,100.0,0.11,16.71,4.71
2020-09-12 02:16:00,0.08,189.0,32.0,103.0,0.16,17.77,4.35
2020-09-12 02:17:00,0.08,168.0,32.0,98.0,0.04,16.44,3.9
2020-09-12 02:18:00,0.08,177.0,32.0,101.0,0.15,16.51,5.12
2020-09-12 02:19:00,0.06,161.0,32.0,95.0,0.03,17.61,5.3
2020-09-12 02:20:00,0.08,175.0,32.0,130.0,0.19,16.21,5.95
2020-09-12 02:21:00,0.07,179.0,32.0,118.0,0.06,15.53,5.96
2020-09-12 02:22:00,0.06,196.0,32.0,97.0,0.19,15.53,4.65
2020-09-12 02:23:00,0.08,174.0,31.0,94.0,0.06,14.99,4.32
2020-09-12 02:24:00,0.07,185.0,31.0,96.0,0.17,15.34,5.7
2020-09-12 02:25:00,0.08,155.0,31.0,104.0,0.04,15.7,5.13
2020-09-12 02:26:00,0.08,169.0,31.0,92.0,0.02,15.84,4.27
2020-09-12 02:27:00,0.06,182.0,31.0,94.0,0.12,16.83,3.8
2020-09-12 02:28:00,0.08,193.0,31.0,108.0,0.19,16.07,4.79
2020-09-12 02:29:00,0.06,149.0,33.0,96.0,0.05,16.91,5.3
2020-09-12 02:30:00,0.08,170.0,32.0,95.0,0.09,19.13,4.56
2020-09-12 02:31:00,0.08,180.0,32.0,116.0,0.19,16.44,4.76
2020-09-12 02:32:00,0.06,150.0,33.0,125.0,0.08,16.86,4.62
2020-09-12 02:33:00,0.09,172.0,33.0,99.0,0.16,16.87,4.56
2020-09-12 02:34:00,0.06,162.0,32.0,97.0,0.04,16.22,4.26
2020-09-12 02:35:00,0.08,173.0,33.0,98.0,0.18,16.43,4.39
2020-09-12 02:36:00,0.07,187.0,32.0,101.0,0.11,16.34,4.68
2020-09-12 02:37:00,0.07,167.0,31.0,97.0,0.06,16.01,3.55
2020-09-12 02:38:00,0.08,181.0,31.0,100.0,0.19,16.1,4.69
2020-09-12 02:39:00,0.06,157.0,31.0,100.0,0.05,16.99,5.03
2020-09-12 02:40:00,0.08,148.0,33.0,92.0,0.01,17.44,4.56
2020-09-12 02:41:00,0.08,153.0,32.0,102.0,0.03,16.63,4.15
2020-09-12 02:42:00,0.07,158.0,32.0,105.0,0.04,17.32,4.36
2020-09-12 02:43:00,0.08,177.0,32.0,129.0,0.14,16.42,4.79
2020-09-12 02:44:00,0.07,168.0,33.0,119.0,0.01,15.57,4.27
2020-09-12 02:45:00,0.08,186.0,31.0,110.0,0.09,14.4,5.23
2020-09-12 02:46:00,0.07,201.0,33.0,95.0,0.12,16.05,4.38
2020-09-12 02:47:00,0.08,177.0,31.0,102.0,0.06,15.04,3.91
2020-09-12 02:48:00,0.08,191.0,31.0,102.0,0.24,15.03,3.7
2020-09-12 02:49:00,0.06,169.0,31.0,101.0,0.06,15.41,3.92
2020-09-12 02:50:00,0.08,179.0,31.0,107.0,0.23,15.87,4.07
2020-09-12 02:51:00,0.08,158.0,31.0,103.0,0.06,16.21,3.93
2020-09-12 02:52:00,0.07,171.0,31.0,104.0,0.22,16.27,3.69
2020-09-12 02:53:00,0.07,187.0,32.0,97.0,0.29,16.65,3.55
2020-09-12 02:54:00,0.07,196.0,32.0,109.0,0.34,16.82,3.37
2020-09-12 02:55:00,0.09,152.0,31.0,110.0,0.06,17.38,4.55
2020-09-12 02:56:00,0.08,193.0,32.0,109.0,0.09,17.01,4.45
2020-09-12 02:57:00,0.07,160.0,33.0,104.0,0.04,17.32,4.52
2020-09-12 02:58:00,0.07,156.0,31.0,112.0,0.06,16.22,4.27
2020-09-12 02:59:00,0.07,147.0,31.0,102.0,0.04,16.07,6.64
2020-09-12 03:00:00,0.07,172.0,33.0,99.0,0.16,16.51,8.24
2020-09-12 03:01:00,0.08,156.0,31.0,99.0,0.07,16.09,8.35
2020-09-12 03:02:00,0.07,189.0,31.0,98.0,0.27,16.28,8.04
2020-09-12 03:03:00,0.09,159.0,33.0,108.0,0.07,17.24,10.07
2020-09-12 03:04:00,0.07,187.0,33.0,102.0,0.19,17.59,10.97
2020-09-12 03:05:00,0.08,161.0,32.0,117.0,0.03,16.73,8.38
2020-09-12 03:06:00,0.08,183.0,32.0,117.0,0.03,16.78,7.68
2020-09-12 03:07:00,0.07,175.0,33.0,120.0,0.05,17.13,5.88
2020-09-12 03:08:00,0.08,172.0,33.0,114.0,0.01,17.2,7.97
2020-09-12 03:09:00,0.06,186.0,31.0,108.0,0.15,15.79,8.69
2020-09-12 03:10:00,0.08,167.0,32.0,99.0,0.05,16.29,7.47
2020-09-12 03:11:00,0.12,158.0,31.0,111.0,0.01,15.76,7.89
2020-09-12 03:12:00,0.07,197.0,31.0,106.0,0.03,15.32,10.7
2020-09-12 03:13:00,0.08,176.0,31.0,108.0,0.03,15.67,6.24
2020-09-12 03:14:00,0.08,154.0,31.0,104.0,0.01,15.94,6.69
2020-09-12 03:15:00,0.09,177.0,33.0,98.0,0.16,17.02,9.2
2020-09-12 03:16:00,0.08,166.0,33.0,125.0,0.03,17.24,9.71
2020-09-12 03:17:00,0.09,182.0,32.0,110.0,0.05,15.91,9.07
2020-09-12 03:18:00,0.08,192.0,33.0,107.0,0.17,16.71,8.94
2020-09-12 03:19:00,0.06,157.0,32.0,117.0,0.03,16.19,7.92
2020-09-12 03:20:00,0.08,179.0,33.0,106.0,0.19,16.32,8.9
2020-09-12 03:21:00,0.1,192.0,31.0,100.0,0.12,15.38,8.69
2020-09-12 03:22:00,0.06,176.0,32.0,105.0,0.04,15.84,8.41
2020-09-12 03:23:00,0.07,191.0,32.0,104.0,0.04,16.57,8.03
2020-09-12 03:24:00,0.07,166.0,31.0,97.0,0.02,16.21,8.72
2020-09-12 03:25:00,0.08,181.0,32.0,99.0,0.09,16.99,5.48
2020-09-12 03:26:00,0.08,161.0,33.0,101.0,0.03,17.05,7.14
2020-09-12 03:27:00,0.08,179.0,32.0,122.0,0.07,15.99,7.07
2020-09-12 03:28:00,0.07,189.0,33.0,111.0,0.05,16.93,7.61
2020-09-12 03:29:00,0.07,174.0,31.0,100.0,0.03,14.91,6.82
2020-09-12 03:30:00,0.08,184.0,31.0,119.0,0.04,14.45,7.25
2020-09-12 03:31:00,0.1,179.0,33.0,99.0,0.04,15.32,8.09
2020-09-12 03:32:00,0.07,162.0,32.0,103.0,0.01,15.98,11.34
2020-09-12 03:33:00,0.08,192.0,32.0,101.0,0.04,16.4,9.06
2020-09-12 03:34:00,0.07,150.0,31.0,100.0,0.04,15.97,6.78
2020-09-12 03:35:00,0.08,156.0,32.0,98.0,0.07,16.54,7.47
2020-09-12 03:36:00,0.07,171.0,32.0,103.0,0.24,16.83,6.87
2020-09-12 03:37:00,0.08,150.0,32.0,103.0,0.1,16.77,7.19
2020-09-12 03:38:00,0.08,168.0,33.0,120.0,0.09,17.41,7.31
2020-09-12 03:39:00,0.07,182.0,31.0,115.0,0.16,15.54,6.87
2020-09-12 03:40:00,0.08,191.0,33.0,115.0,0.16,16.74,6.51
2020-09-12 03:41:00,0.09,203.0,32.0,119.0,0.17,16.55,6.41
2020-09-12 03:42:00,0.07,171.0,31.0,105.0,0.04,15.89,9.83
2020-09-12 03:43:00,0.07,187.0,32.0,107.0,0.14,15.66,8.09
2020-09-12 03:44:00,0.08,198.0,31.0,100.0,0.19,14.91,7.94
2020-09-12 03:45:00,0.09,153.0,32.0,101.0,0.03,16.02,7.53
2020-09-12 03:46:00,0.07,188.0,32.0,101.0,0.04,15.89,5.82
2020-09-12 03:47:00,0.08,152.0,31.0,97.0,0.06,15.82,6.02
2020-09-12 03:48:00,0.1,169.0,32.0,95.0,0.2,16.41,5.6
2020-09-12 03:49:00,0.06,183.0,32.0,125.0,0.09,16.61,7.13
2020-09-12 03:50:00,0.08,154.0,33.0,113.0,0.09,16.99,6.09
2020-09-12 03:51:00,0.09,182.0,33.0,104.0,0.23,17.26,5.42
2020-09-12 03:52:00,0.06,179.0,32.0,116.0,0.07,15.96,5.74
2020-09-12 03:53:00,0.07,151.0,33.0,101.0,0.06,16.39,5.78
2020-09-12 03:54:00,0.07,170.0,32.0,112.0,0.07,16.13,4.57
2020-09-12 03:55:00,0.08,180.0,31.0,104.0,0.18,15.26,5.61
2020-09-12 03:56:00,0.08,162.0,32.0,106.0,0.04,15.88,6.51
2020-09-12 03:57:00,0.07,177.0,33.0,102.0,0.06,16.61,6.77
2020-09-12 03:58:00,0.09,194.0,33.0,106.0,0.21,17.19,4.91
2020-09-12 03:59:00,0.06,165.0,32.0,107.0,0.08,16.41,5.05
2020-09-12 04:00:00,0.07,183.0,33.0,126.0,0.08,16.4,5.98
2020-09-12 04:01:00,0.09,173.0,33.0,110.0,0.11,16.51,4.62
2020-09-12 04:02:00,0.07,172.0,33.0,94.0,0.05,16.85,4.34
2020-09-12 04:03:00,0.07,194.0,32.0,100.0,0.12,15.84,4.23
2020-09-12 04:04:00,0.07,165.0,32.0,110.0,0.04,15.97,6.34
2020-09-12 04:05:00,0.08,166.0,32.0,94.0,0.06,16.46,5.95
2020-09-12 04:06:00,0.07,169.0,31.0,101.0,0.01,16.07,6.3
2020-09-12 04:07:00,0.08,162.0,32.0,114.0,0.02,16.96,5.03
2020-09-12 04:08:00,0.08,178.0,33.0,96.0,0.06,16.75,5.16
2020-09-12 04:09:00,0.06,193.0,32.0,107.0,0.2,16.73,5.02
2020-09-12 04:10:00,0.08,163.0,32.0,106.0,0.04,16.72,4.61
2020-09-12 04:11:00,0.08,174.0,33.0,107.0,0.23,16.76,4.27
2020-09-12 04:12:00,0.06,183.0,33.0,114.0,0.07,17.09,5.06
2020-09-12 04:13:00,0.08,174.0,33.0,96.0,0.03,17.4,4.48
2020-09-12 04:14:00,0.08,187.0,32.0,104.0,0.19,15.88,4.31
2020-09-12 04:15:00,0.08,161.0,31.0,100.0,0.04,16.11,4.64
2020-09-12 04:16:00,0.07,175.0,32.0,103.0,0.2,16.33,4.54
2020-09-12 04:17:00,0.08,185.0,33.0,101.0,0.15,17.06,3.77
2020-09-12 04:18:00,0.09,166.0,33.0,107.0,0.06,17.24,5.67
2020-09-12 04:19:00,0.07,180.0,33.0,104.0,0.19,17.23,5.63
2020-09-12 04:20:00,0.07,185.0,32.0,111.0,0.06,16.53,5.1
2020-09-12 04:21:00,0.07,164.0,32.0,106.0,0.04,16.71,4.56
2020-09-12 04:22:00,0.05,177.0,32.0,97.0,0.24,16.62,5.17
2020-09-12 04:23:00,0.07,174.0,33.0,101.0,0.09,16.63,5.56
2020-09-12 04:24:00,0.08,169.0,31.0,116.0,0.03,16.24,5.38
2020-09-12 04:25:00,0.08,160.0,32.0,95.0,0.01,16.12,5.05
2020-09-12 04:26:00,0.08,175.0,32.0,98.0,0.21,16.3,4.59
2020-09-12 04:27:00,0.07,175.0,31.0,97.0,0.11,16.09,4.93
2020-09-12 04:28:00,0.08,162.0,32.0,96.0,0.05,16.4,7.68
2020-09-12 04:29:00,0.06,149.0,34.0,97.0,0.03,17.63,5.57
2020-09-12 04:30:00,0.07,160.0,33.0,99.0,0.22,16.59,4.28
2020-09-12 04:31:00,0.07,175.0,32.0,107.0,0.21,16.99,4.35
2020-09-12 04:32:00,0.07,184.0,33.0,94.0,0.21,17.26,5.58
2020-09-12 04:33:00,0.08,169.0,32.0,97.0,0.09,16.55,5.24
2020-09-12 04:34:00,0.08,182.0,33.0,99.0,0.25,16.94,4.15
2020-09-12 04:35:00,0.08,154.0,32.0,101.0,0.1,15.82,5.18
2020-09-12 04:36:00,0.07,182.0,35.0,126.0,0.23,17.4,5.11
2020-09-12 04:37:00,0.07,182.0,33.0,108.0,0.09,16.96,4.93
2020-09-12 04:38:00,0.09,191.0,33.0,108.0,0.19,16.36,5.31
2020-09-12 04:39:00,0.06,201.0,33.0,144.0,0.22,16.86,7.56
2020-09-12 04:40:00,0.07,175.0,32.0,105.0,0.05,16.07,9.03
2020-09-12 04:41:00,0.07,188.0,35.0,129.0,0.03,17.54,5.5
2020-09-12 04:42:00,0.06,177.0,31.0,113.0,0.04,15.29,3.94
2020-09-12 04:43:00,0.07,189.0,32.0,113.0,0.23,15.09,7.37
2020-09-12 04:44:00,0.08,200.0,34.0,100.0,0.31,16.01,5.23
2020-09-12 04:45:00,0.08,167.0,32.0,100.0,0.08,15.19,6.86
2020-09-12 04:46:00,0.07,180.0,31.0,104.0,0.2,16.64,7.62
2020-09-12 04:47:00,0.08,222.0,32.0,95.0,0.36,16.88,5.95
2020-09-12 04:48:00,0.09,172.0,31.0,108.0,0.07,17.93,8.19
2020-09-12 04:49:00,0.06,161.0,33.0,113.0,0.03,17.88,9.85
2020-09-12 04:50:00,0.07,176.0,34.0,109.0,0.27,17.49,9.51
2020-09-12 04:51:00,0.07,164.0,32.0,95.0,0.12,16.73,8.57
2020-09-12 04:52:00,0.06,176.0,32.0,107.0,0.19,16.44,8.82
2020-09-12 04:53:00,0.07,158.0,32.0,100.0,0.13,17.84,9.25
2020-09-12 04:54:00,0.08,171.0,32.0,106.0,0.06,17.03,9.46
2020-09-12 04:55:00,0.08,157.0,31.0,101.0,0.06,16.22,9.03
2020-09-12 04:56:00,0.07,153.0,31.0,97.0,0.05,16.39,8.36
2020-09-12 04:57:00,0.08,169.0,31.0,93.0,0.26,16.55,9.46
2020-09-12 04:58:00,0.08,132.0,31.0,97.0,0.05,16.51,9.38
2020-09-12 04:59:00,0.06,151.0,32.0,115.0,0.11,16.52,8.9
2020-09-12 05:00:00,0.07,168.0,32.0,130.0,0.21,17.59,9.35
2020-09-12 05:01:00,0.08,146.0,32.0,107.0,0.03,20.32,9.56
2020-09-12 05:02:00,0.07,155.0,35.0,131.0,0.03,17.16,11.03
2020-09-12 05:03:00,0.08,172.0,33.0,111.0,0.1,17.2,7.22
2020-09-12 05:04:00,0.08,181.0,33.0,104.0,0.21,18.73,6.55
2020-09-12 05:05:00,0.08,161.0,33.0,116.0,0.06,18.54,8.21
2020-09-12 05:06:00,0.07,153.0,32.0,113.0,0.03,17.32,8.66
2020-09-12 05:07:00,0.08,178.0,32.0,105.0,0.04,16.05,7.88
2020-09-12 05:08:00,0.08,181.0,32.0,108.0,0.1,16.76,9.1
2020-09-12 05:09:00,0.06,190.0,33.0,109.0,0.2,16.71,9.25
2020-09-12 05:10:00,0.08,171.0,33.0,105.0,0.07,17.49,7.7
2020-09-12 05:11:00,0.07,188.0,33.0,102.0,0.22,22.12,7.96
2020-09-12 05:12:00,0.06,158.0,32.0,134.0,0.04,16.52,8.45
2020-09-12 05:13:00,0.07,166.0,34.0,102.0,0.04,16.68,7.41
2020-09-12 05:14:00,0.09,158.0,33.0,107.0,0.05,16.21,6.57
2020-09-12 05:15:00,0.08,160.0,32.0,102.0,0.05,17.5,6.31
2020-09-12 05:16:00,0.08,176.0,32.0,107.0,0.07,15.72,6.45
2020-09-12 05:17:00,0.1,159.0,34.0,115.0,0.03,16.4,7.42
2020-09-12 05:18:00,0.08,178.0,32.0,103.0,0.14,15.45,6.86
2020-09-12 05:19:00,0.06,155.0,32.0,106.0,0.04,15.47,7.27
2020-09-12 05:20:00,0.08,172.0,34.0,106.0,0.11,16.44,6.23
2020-09-12 05:21:00,0.07,142.0,33.0,112.0,0.04,16.99,7.27
2020-09-12 05:22:00,0.06,144.0,34.0,105.0,0.04,16.33,7.06
2020-09-12 05:23:00,0.08,134.0,32.0,102.0,0.05,17.35,6.77
2020-09-12 05:24:00,0.07,155.0,32.0,119.0,0.17,17.0,6.32
2020-09-12 05:25:00,0.08,153.0,33.0,117.0,0.03,17.0,7.06
2020-09-12 05:26:00,0.08,137.0,33.0,115.0,0.02,17.0,5.91
2020-09-12 05:27:00,0.08,155.0,33.0,123.0,0.06,16.18,6.75
2020-09-12 05:28:00,0.08,158.0,33.0,123.0,0.04,16.91,7.54
2020-09-12 05:29:00,0.06,174.0,32.0,130.0,0.19,16.3,6.79
2020-09-12 05:30:00,0.07,158.0,32.0,127.0,0.06,15.98,5.42
2020-09-12 05:31:00,0.07,155.0,32.0,123.0,0.06,16.93,6.49
2020-09-12 05:32:00,0.07,184.0,31.0,116.0,0.16,16.21,6.29
2020-09-12 05:33:00,0.07,148.0,31.0,118.0,0.05,16.36,4.82
2020-09-12 05:34:00,0.09,142.0,32.0,125.0,0.05,16.99,5.42
2020-09-12 05:35:00,0.07,151.0,32.0,129.0,0.07,16.95,6.23
2020-09-12 05:36:00,0.07,138.0,33.0,142.0,0.03,16.86,7.57
2020-09-12 05:37:00,0.08,153.0,33.0,128.0,0.21,16.14,6.29
2020-09-12 05:38:00,0.08,142.0,32.0,107.0,0.07,17.59,5.34
2020-09-12 05:39:00,0.06,153.0,32.0,129.0,0.18,16.49,6.56
2020-09-12 05:40:00,0.08,157.0,33.0,144.0,0.07,17.46,5.04
2020-09-12 05:41:00,0.06,162.0,33.0,128.0,0.09,17.12,6.6
2020-09-12 05:42:00,0.06,152.0,32.0,128.0,0.06,15.89,4.4
2020-09-12 05:43:00,0.07,168.0,32.0,119.0,0.22,16.37,6.47
2020-09-12 05:44:00,0.08,143.0,33.0,122.0,0.07,15.97,9.68
2020-09-12 05:45:00,0.08,167.0,33.0,118.0,0.23,16.39,6.03
2020-09-12 05:46:00,0.07,176.0,32.0,120.0,0.17,15.81,4.69
2020-09-12 05:47:00,0.09,158.0,33.0,135.0,0.05,15.32,4.34
2020-09-12 05:48:00,0.08,138.0,32.0,126.0,0.03,16.12,5.64
2020-09-12 05:49:00,0.06,162.0,33.0,128.0,0.07,15.76,4.71
2020-09-12 05:50:00,0.07,169.0,32.0,125.0,0.14,16.56,4.4
2020-09-12 05:51:00,0.06,154.0,31.0,114.0,0.07,16.13,4.6
2020-09-12 05:52:00,0.06,184.0,32.0,137.0,0.12,16.54,3.65
2020-09-12 05:53:00,0.07,170.0,33.0,128.0,0.07,15.97,4.63
2020-09-12 05:54:00,0.08,154.0,32.0,125.0,0.04,15.79,3.86
2020-09-12 05:55:00,0.08,147.0,32.0,129.0,0.04,15.21,3.57
2020-09-12 05:56:00,0.07,160.0,32.0,128.0,0.17,16.2,4.23
2020-09-12 05:57:00,0.08,147.0,32.0,114.0,0.05,16.56,4.99
2020-09-12 05:58:00,0.08,139.0,34.0,118.0,0.03,17.23,4.3
2020-09-12 05:59:00,0.06,181.0,33.0,131.0,0.29,16.85,5.73
2020-09-12 06:00:00,0.07,161.0,31.0,141.0,0.07,15.67,5.36
2020-09-12 06:01:00,0.06,170.0,32.0,133.0,0.12,15.05,4.73
2020-09-12 06:02:00,0.07,159.0,33.0,114.0,0.08,16.77,4.76
2020-09-12 06:03:00,0.07,161.0,32.0,125.0,0.06,15.99,4.25
2020-09-12 06:04:00,0.08,144.0,32.0,121.0,0.06,16.81,4.14
2020-09-12 06:05:00,0.08,142.0,32.0,130.0,0.05,16.93,3.58
2020-09-12 06:06:00,0.07,155.0,32.0,131.0,0.03,17.01,3.96
2020-09-12 06:07:00,0.08,151.0,33.0,121.0,0.09,17.48,4.26
2020-09-12 06:08:00,0.08,155.0,33.0,117.0,0.11,16.95,4.02
2020-09-12 06:09:00,0.06,145.0,32.0,130.0,0.02,17.0,3.93
2020-09-12 06:10:00,0.07,165.0,33.0,124.0,0.23,17.79,4.71
2020-09-12 06:11:00,0.07,149.0,32.0,138.0,0.11,17.08,4.62
2020-09-12 06:12:00,0.06,148.0,34.0,110.0,0.03,17.93,7.84
2020-09-12 06:13:00,0.07,162.0,33.0,121.0,0.04,17.19,5.59
2020-09-12 06:14:00,0.09,180.0,33.0,123.0,0.18,17.11,4.44
2020-09-12 06:15:00,0.08,144.0,34.0,123.0,0.05,17.04,4.23
2020-09-12 06:16:00,0.07,139.0,34.0,125.0,0.04,17.08,4.38
2020-09-12 06:17:00,0.09,183.0,33.0,138.0,0.03,16.64,6.05
2020-09-12 06:18:00,0.08,150.0,33.0,132.0,0.03,17.31,5.36
2020-09-12 06:19:00,0.06,163.0,34.0,123.0,0.11,17.13,5.49
2020-09-12 06:20:00,0.07,178.0,35.0,134.0,0.07,18.01,5.08
2020-09-12 06:21:00,0.07,151.0,33.0,117.0,0.03,16.69,4.3
2020-09-12 06:22:00,0.06,144.0,32.0,127.0,0.04,16.09,3.9
2020-09-12 06:23:00,0.07,173.0,32.0,130.0,0.21,16.32,3.54
2020-09-12 06:24:00,0.08,182.0,34.0,125.0,0.19,17.53,6.34
2020-09-12 06:25:00,0.08,145.0,32.0,114.0,0.03,16.04,4.57
2020-09-12 06:26:00,0.07,139.0,32.0,139.0,0.06,16.24,8.04
2020-09-12 06:27:00,0.07,162.0,33.0,123.0,0.08,16.91,5.27
2020-09-12 06:28:00,0.09,137.0,32.0,123.0,0.04,16.36,8.07
2020-09-12 06:29:00,0.06,181.0,33.0,125.0,0.23,16.74,9.39
2020-09-12 06:30:00,0.07,154.0,32.0,127.0,0.01,16.53,9.39
2020-09-12 06:31:00,0.06,177.0,34.0,123.0,0.1,16.99,10.18
2020-09-12 06:32:00,0.07,186.0,32.0,122.0,0.07,16.12,6.05
2020-09-12 06:33:00,0.08,171.0,34.0,121.0,0.06,17.91,7.32
2020-09-12 06:34:00,0.08,152.0,32.0,127.0,0.05,16.56,9.19
2020-09-12 06:35:00,0.09,166.0,33.0,135.0,0.04,16.56,9.96
2020-09-12 06:36:00,0.07,176.0,32.0,157.0,0.16,17.07,9.77
2020-09-12 06:37:00,0.08,175.0,33.0,121.0,0.11,17.53,9.52
2020-09-12 06:38:00,0.09,187.0,33.0,122.0,0.19,17.8,9.43
2020-09-12 06:39:00,0.06,144.0,33.0,137.0,0.04,17.01,9.55
2020-09-12 06:40:00,0.08,153.0,32.0,130.0,0.02,16.28,9.32
2020-09-12 06:41:00,0.08,173.0,33.0,140.0,0.07,17.32,8.97
2020-09-12 06:42:00,0.06,163.0,33.0,133.0,0.03,17.41,9.4
2020-09-12 06:43:00,0.08,175.0,32.0,134.0,0.2,16.8,8.59
2020-09-12 06:44:00,0.08,149.0,32.0,127.0,0.07,16.99,9.87
2020-09-12 06:45:00,0.09,154.0,32.0,134.0,0.05,16.96,10.01
2020-09-12 06:46:00,0.07,156.0,31.0,118.0,0.06,16.62,7.71
2020-09-12 06:47:00,0.09,172.0,31.0,146.0,0.04,16.84,12.95
2020-09-12 06:48:00,0.09,182.0,32.0,128.0,0.17,17.48,9.44
