,Nb process http,Cpu global,Nb connection mysql
2020-07-31 23:31:00,117.0,4.6,60.0
2020-07-31 23:32:00,130.0,4.27,49.0
2020-07-31 23:33:00,112.0,4.65,63.0
2020-07-31 23:34:00,123.0,4.49,46.0
2020-07-31 23:35:00,121.0,4.85,54.0
2020-07-31 23:36:00,136.0,4.39,54.0
2020-07-31 23:37:00,124.0,5.04,56.0
2020-07-31 23:38:00,123.0,4.09,46.0
2020-07-31 23:39:00,125.0,4.09,61.0
2020-07-31 23:40:00,114.0,4.66,51.0
2020-07-31 23:41:00,134.0,6.41,63.0
2020-07-31 23:42:00,99.0,4.31,48.0
2020-07-31 23:43:00,116.0,6.98,59.0
2020-07-31 23:44:00,129.0,4.68,51.0
2020-07-31 23:45:00,122.0,6.86,60.0
2020-07-31 23:46:00,123.0,4.54,46.0
2020-07-31 23:47:00,136.0,4.26,72.0
2020-07-31 23:48:00,112.0,5.83,55.0
2020-07-31 23:49:00,126.0,6.08,59.0
2020-07-31 23:50:00,135.0,6.91,53.0
2020-07-31 23:51:00,117.0,6.56,55.0
2020-07-31 23:52:00,112.0,7.08,71.0
2020-07-31 23:53:00,125.0,8.76,55.0
2020-07-31 23:54:00,101.0,6.13,52.0
2020-07-31 23:55:00,115.0,7.83,58.0
2020-07-31 23:56:00,130.0,8.83,51.0
2020-07-31 23:57:00,131.0,9.52,53.0
2020-07-31 23:58:00,115.0,8.31,46.0
2020-07-31 23:59:00,142.0,7.51,68.0
2020-08-01 00:00:00,137.0,7.43,46.0
2020-08-01 00:01:00,126.0,8.96,62.0
2020-08-01 00:02:00,143.0,8.17,55.0
2020-08-01 00:03:00,121.0,7.05,60.0
2020-08-01 00:04:00,129.0,7.57,58.0
2020-08-01 00:05:00,128.0,7.2,62.0
2020-08-01 00:06:00,117.0,7.11,53.0
2020-08-01 00:07:00,126.0,6.31,69.0
2020-08-01 00:08:00,139.0,6.59,54.0
2020-08-01 00:09:00,122.0,7.33,67.0
2020-08-01 00:10:00,110.0,7.16,62.0
2020-08-01 00:11:00,129.0,7.84,62.0
2020-08-01 00:12:00,118.0,7.33,50.0
2020-08-01 00:13:00,129.0,7.13,66.0
2020-08-01 00:14:00,129.0,6.33,50.0
2020-08-01 00:15:00,141.0,6.57,56.0
2020-08-01 00:16:00,151.0,6.4,59.0
2020-08-01 00:17:00,150.0,8.09,62.0
2020-08-01 00:18:00,123.0,7.61,53.0
2020-08-01 00:19:00,134.0,7.14,64.0
2020-08-01 00:20:00,144.0,7.76,50.0
2020-08-01 00:21:00,154.0,6.88,59.0
2020-08-01 00:22:00,132.0,6.62,44.0
2020-08-01 00:23:00,135.0,6.34,53.0
2020-08-01 00:24:00,121.0,5.91,54.0
2020-08-01 00:25:00,116.0,6.02,71.0
2020-08-01 00:26:00,139.0,7.28,56.0
2020-08-01 00:27:00,148.0,5.83,64.0
2020-08-01 00:28:00,120.0,6.16,48.0
2020-08-01 00:29:00,134.0,6.8,58.0
2020-08-01 00:30:00,144.0,7.04,61.0
2020-08-01 00:31:00,133.0,5.99,59.0
2020-08-01 00:32:00,125.0,6.06,47.0
2020-08-01 00:33:00,136.0,5.73,57.0
2020-08-01 00:34:00,122.0,4.78,46.0
2020-08-01 00:35:00,125.0,5.34,61.0
2020-08-01 00:36:00,121.0,5.02,45.0
2020-08-01 00:37:00,119.0,5.29,67.0
2020-08-01 00:38:00,170.0,6.56,49.0
2020-08-01 00:39:00,126.0,6.73,53.0
2020-08-01 00:40:00,118.0,6.45,48.0
2020-08-01 00:41:00,144.0,5.45,54.0
2020-08-01 00:42:00,121.0,5.03,46.0
2020-08-01 00:43:00,132.0,5.16,62.0
2020-08-01 00:44:00,113.0,4.71,54.0
2020-08-01 00:45:00,125.0,4.56,54.0
2020-08-01 00:46:00,135.0,3.98,47.0
2020-08-01 00:47:00,153.0,4.23,53.0
2020-08-01 00:48:00,133.0,4.71,48.0
2020-08-01 00:49:00,146.0,5.25,64.0
2020-08-01 00:50:00,129.0,5.05,55.0
2020-08-01 00:51:00,113.0,5.29,56.0
2020-08-01 00:52:00,127.0,5.16,59.0
2020-08-01 00:53:00,145.0,4.41,53.0
2020-08-01 00:54:00,126.0,5.45,54.0
2020-08-01 00:55:00,147.0,5.19,61.0
2020-08-01 00:56:00,122.0,4.66,51.0
2020-08-01 00:57:00,141.0,5.24,77.0
2020-08-01 00:58:00,150.0,5.91,48.0
2020-08-01 00:59:00,165.0,5.27,51.0
2020-08-01 01:00:00,130.0,5.36,44.0
2020-08-01 01:01:00,139.0,4.9,65.0
2020-08-01 01:02:00,124.0,3.99,55.0
2020-08-01 01:03:00,139.0,4.03,58.0
2020-08-01 01:04:00,124.0,4.7,45.0
2020-08-01 01:05:00,167.0,4.53,63.0
2020-08-01 01:06:00,131.0,5.21,49.0
2020-08-01 01:07:00,177.0,5.68,63.0
2020-08-01 01:08:00,126.0,4.48,52.0
2020-08-01 01:09:00,136.0,5.4,58.0
2020-08-01 01:10:00,135.0,5.19,47.0
2020-08-01 01:11:00,148.0,4.67,62.0
2020-08-01 01:12:00,127.0,5.08,45.0
2020-08-01 01:13:00,155.0,3.46,64.0
2020-08-01 01:14:00,135.0,3.77,51.0
2020-08-01 01:15:00,129.0,4.05,61.0
2020-08-01 01:16:00,137.0,4.05,59.0
2020-08-01 01:17:00,114.0,3.62,63.0
2020-08-01 01:18:00,132.0,4.38,52.0
2020-08-01 01:19:00,155.0,4.57,59.0
2020-08-01 01:20:00,121.0,3.71,52.0
2020-08-01 01:21:00,136.0,6.31,60.0
2020-08-01 01:22:00,178.0,8.68,49.0
2020-08-01 01:23:00,140.0,6.02,61.0
2020-08-01 01:24:00,136.0,5.06,46.0
2020-08-01 01:25:00,147.0,7.4,66.0
2020-08-01 01:26:00,134.0,5.74,53.0
2020-08-01 01:27:00,136.0,5.11,59.0
2020-08-01 01:28:00,120.0,5.68,70.0
2020-08-01 01:29:00,146.0,4.88,57.0
2020-08-01 01:30:00,128.0,4.83,54.0
2020-08-01 01:31:00,157.0,8.23,62.0
2020-08-01 01:32:00,171.0,7.79,48.0
2020-08-01 01:33:00,137.0,8.06,61.0
2020-08-01 01:34:00,155.0,7.33,49.0
2020-08-01 01:35:00,177.0,7.69,58.0
2020-08-01 01:36:00,133.0,10.0,45.0
2020-08-01 01:37:00,138.0,8.54,53.0
2020-08-01 01:38:00,132.0,5.23,57.0
2020-08-01 01:39:00,151.0,6.68,61.0
2020-08-01 01:40:00,132.0,7.44,51.0
2020-08-01 01:41:00,146.0,6.75,63.0
2020-08-01 01:42:00,141.0,6.57,50.0
2020-08-01 01:43:00,133.0,7.15,60.0
2020-08-01 01:44:00,123.0,7.31,51.0
2020-08-01 01:45:00,134.0,8.43,56.0
2020-08-01 01:46:00,144.0,7.76,61.0
2020-08-01 01:47:00,144.0,7.38,69.0
2020-08-01 01:48:00,138.0,6.39,52.0
2020-08-01 01:49:00,128.0,7.29,51.0
2020-08-01 01:50:00,131.0,6.16,52.0
2020-08-01 01:51:00,138.0,7.1,60.0
2020-08-01 01:52:00,118.0,6.23,57.0
2020-08-01 01:53:00,129.0,6.31,55.0
2020-08-01 01:54:00,133.0,6.4,53.0
2020-08-01 01:55:00,132.0,5.44,60.0
2020-08-01 01:56:00,145.0,8.13,50.0
2020-08-01 01:57:00,147.0,7.22,57.0
2020-08-01 01:58:00,126.0,7.75,56.0
2020-08-01 01:59:00,121.0,6.69,55.0
2020-08-01 02:00:00,129.0,5.99,55.0
2020-08-01 02:01:00,162.0,5.24,70.0
2020-08-01 02:02:00,122.0,5.67,60.0
2020-08-01 02:03:00,136.0,6.0,63.0
2020-08-01 02:04:00,127.0,6.65,66.0
2020-08-01 02:05:00,138.0,4.78,69.0
2020-08-01 02:06:00,126.0,5.22,52.0
2020-08-01 02:07:00,151.0,5.17,78.0
2020-08-01 02:08:00,121.0,4.8,56.0
2020-08-01 02:09:00,131.0,6.13,71.0
2020-08-01 02:10:00,126.0,6.56,62.0
2020-08-01 02:11:00,132.0,5.9,58.0
2020-08-01 02:12:00,142.0,5.97,52.0
2020-08-01 02:13:00,161.0,5.2,56.0
2020-08-01 02:14:00,137.0,4.84,58.0
2020-08-01 02:15:00,127.0,5.58,76.0
2020-08-01 02:16:00,124.0,5.24,53.0
2020-08-01 02:17:00,143.0,5.41,56.0
2020-08-01 02:18:00,123.0,5.88,53.0
2020-08-01 02:19:00,154.0,5.87,63.0
2020-08-01 02:20:00,128.0,6.28,65.0
2020-08-01 02:21:00,139.0,4.95,57.0
2020-08-01 02:22:00,132.0,4.83,58.0
2020-08-01 02:23:00,145.0,4.43,64.0
2020-08-01 02:24:00,127.0,5.33,52.0
2020-08-01 02:25:00,145.0,5.49,61.0
2020-08-01 02:26:00,131.0,4.83,68.0
2020-08-01 02:27:00,141.0,6.39,76.0
2020-08-01 02:28:00,129.0,5.36,54.0
2020-08-01 02:29:00,130.0,4.69,59.0
2020-08-01 02:30:00,115.0,7.39,47.0
2020-08-01 02:31:00,158.0,6.24,58.0
2020-08-01 02:32:00,112.0,5.77,45.0
2020-08-01 02:33:00,145.0,4.38,54.0
2020-08-01 02:34:00,127.0,4.92,44.0
2020-08-01 02:35:00,136.0,5.23,57.0
2020-08-01 02:36:00,133.0,4.91,47.0
2020-08-01 02:37:00,125.0,4.64,62.0
2020-08-01 02:38:00,135.0,3.97,58.0
2020-08-01 02:39:00,121.0,4.44,71.0
2020-08-01 02:40:00,132.0,5.29,59.0
2020-08-01 02:41:00,122.0,4.76,56.0
2020-08-01 02:42:00,133.0,5.36,47.0
2020-08-01 02:43:00,149.0,4.59,55.0
2020-08-01 02:44:00,161.0,4.46,47.0
2020-08-01 02:45:00,137.0,5.5,60.0
2020-08-01 02:46:00,138.0,5.14,49.0
2020-08-01 02:47:00,128.0,4.32,56.0
2020-08-01 02:48:00,134.0,4.68,45.0
2020-08-01 02:49:00,146.0,4.47,64.0
2020-08-01 02:50:00,117.0,4.45,46.0
2020-08-01 02:51:00,125.0,4.48,68.0
2020-08-01 02:52:00,121.0,4.23,47.0
2020-08-01 02:53:00,136.0,5.09,62.0
2020-08-01 02:54:00,131.0,5.59,47.0
2020-08-01 02:55:00,143.0,4.7,69.0
2020-08-01 02:56:00,147.0,4.03,50.0
2020-08-01 02:57:00,142.0,4.94,54.0
2020-08-01 02:58:00,155.0,4.76,45.0
2020-08-01 02:59:00,130.0,3.89,52.0
2020-08-01 03:00:00,120.0,4.49,44.0
2020-08-01 03:01:00,136.0,4.28,60.0
2020-08-01 03:02:00,125.0,4.36,48.0
2020-08-01 03:03:00,146.0,4.7,69.0
2020-08-01 03:04:00,116.0,3.4,56.0
2020-08-01 03:05:00,130.0,4.35,66.0
2020-08-01 03:06:00,125.0,4.47,55.0
2020-08-01 03:07:00,143.0,4.67,61.0
2020-08-01 03:08:00,126.0,4.56,49.0
2020-08-01 03:09:00,138.0,3.85,60.0
2020-08-01 03:10:00,147.0,3.86,60.0
2020-08-01 03:11:00,156.0,7.15,55.0
2020-08-01 03:12:00,136.0,6.92,46.0
2020-08-01 03:13:00,145.0,5.24,59.0
2020-08-01 03:14:00,120.0,4.21,50.0
2020-08-01 03:15:00,141.0,4.55,62.0
2020-08-01 03:16:00,151.0,4.69,52.0
2020-08-01 03:17:00,137.0,6.89,69.0
2020-08-01 03:18:00,132.0,7.93,53.0
2020-08-01 03:19:00,146.0,7.94,58.0
2020-08-01 03:20:00,135.0,5.29,52.0
2020-08-01 03:21:00,136.0,7.18,65.0
2020-08-01 03:22:00,145.0,8.03,45.0
2020-08-01 03:23:00,133.0,6.38,60.0
2020-08-01 03:24:00,143.0,6.71,47.0
2020-08-01 03:25:00,130.0,5.36,64.0
2020-08-01 03:26:00,112.0,6.34,56.0
2020-08-01 03:27:00,130.0,7.08,61.0
2020-08-01 03:28:00,117.0,5.84,52.0
2020-08-01 03:29:00,138.0,7.64,59.0
2020-08-01 03:30:00,129.0,6.7,45.0
2020-08-01 03:31:00,121.0,7.09,69.0
2020-08-01 03:32:00,139.0,4.99,50.0
2020-08-01 03:33:00,133.0,5.84,54.0
2020-08-01 03:34:00,126.0,7.04,46.0
2020-08-01 03:35:00,137.0,6.86,65.0
2020-08-01 03:36:00,148.0,8.9,49.0
2020-08-01 03:37:00,131.0,7.18,55.0
2020-08-01 03:38:00,134.0,7.01,55.0
2020-08-01 03:39:00,146.0,7.15,61.0
2020-08-01 03:40:00,130.0,6.73,47.0
2020-08-01 03:41:00,129.0,8.49,63.0
2020-08-01 03:42:00,144.0,6.57,44.0
2020-08-01 03:43:00,135.0,6.6,59.0
2020-08-01 03:44:00,132.0,6.04,57.0
2020-08-01 03:45:00,159.0,6.1,60.0
2020-08-01 03:46:00,128.0,6.01,48.0
2020-08-01 03:47:00,123.0,6.57,65.0
2020-08-01 03:48:00,140.0,6.21,48.0
2020-08-01 03:49:00,130.0,5.88,62.0
2020-08-01 03:50:00,125.0,6.74,57.0
2020-08-01 03:51:00,142.0,6.73,70.0
2020-08-01 03:52:00,125.0,4.54,50.0
2020-08-01 03:53:00,137.0,4.68,63.0
2020-08-01 03:54:00,123.0,5.32,52.0
2020-08-01 03:55:00,131.0,5.05,73.0
2020-08-01 03:56:00,122.0,5.72,55.0
2020-08-01 03:57:00,139.0,5.47,55.0
2020-08-01 03:58:00,120.0,5.47,49.0
2020-08-01 03:59:00,134.0,4.96,61.0
2020-08-01 04:00:00,126.0,5.42,48.0
2020-08-01 04:01:00,136.0,5.39,59.0
2020-08-01 04:02:00,127.0,5.19,66.0
2020-08-01 04:03:00,138.0,5.35,62.0
2020-08-01 04:04:00,132.0,4.93,63.0
2020-08-01 04:05:00,137.0,4.88,65.0
2020-08-01 04:06:00,171.0,4.44,58.0
2020-08-01 04:07:00,133.0,5.47,67.0
2020-08-01 04:08:00,142.0,4.68,74.0
2020-08-01 04:09:00,160.0,5.62,71.0
2020-08-01 04:10:00,160.0,6.15,61.0
2020-08-01 04:11:00,137.0,5.23,61.0
2020-08-01 04:12:00,135.0,5.69,59.0
2020-08-01 04:13:00,146.0,4.57,72.0
2020-08-01 04:14:00,139.0,3.69,59.0
2020-08-01 04:15:00,150.0,4.48,57.0
2020-08-01 04:16:00,192.0,4.91,58.0
2020-08-01 04:17:00,134.0,4.9,59.0
2020-08-01 04:18:00,126.0,4.26,50.0
2020-08-01 04:19:00,141.0,5.33,57.0
2020-08-01 04:20:00,174.0,4.61,56.0
2020-08-01 04:21:00,131.0,4.49,67.0
2020-08-01 04:22:00,121.0,5.14,61.0
2020-08-01 04:23:00,130.0,4.95,63.0
2020-08-01 04:24:00,156.0,4.4,62.0
2020-08-01 04:25:00,134.0,4.71,61.0
2020-08-01 04:26:00,124.0,4.48,57.0
2020-08-01 04:27:00,143.0,4.31,62.0
2020-08-01 04:28:00,134.0,4.35,52.0
2020-08-01 04:29:00,152.0,4.59,56.0
2020-08-01 04:30:00,134.0,4.67,59.0
2020-08-01 04:31:00,128.0,4.73,58.0
2020-08-01 04:32:00,134.0,4.77,53.0
2020-08-01 04:33:00,149.0,4.75,57.0
2020-08-01 04:34:00,139.0,4.44,52.0
2020-08-01 04:35:00,137.0,5.41,73.0
2020-08-01 04:36:00,128.0,4.31,52.0
2020-08-01 04:37:00,132.0,3.89,63.0
2020-08-01 04:38:00,121.0,3.34,58.0
2020-08-01 04:39:00,166.0,4.39,52.0
2020-08-01 04:40:00,135.0,4.12,56.0
2020-08-01 04:41:00,148.0,4.28,71.0
2020-08-01 04:42:00,159.0,4.45,51.0
2020-08-01 04:43:00,134.0,4.76,55.0
2020-08-01 04:44:00,147.0,4.89,62.0
2020-08-01 04:45:00,134.0,4.75,51.0
2020-08-01 04:46:00,135.0,4.97,52.0
2020-08-01 04:47:00,140.0,6.04,53.0
2020-08-01 04:48:00,154.0,4.78,56.0
2020-08-01 04:49:00,128.0,4.82,62.0
2020-08-01 04:50:00,145.0,4.86,59.0
2020-08-01 04:51:00,128.0,4.17,54.0
2020-08-01 04:52:00,133.0,4.29,51.0
2020-08-01 04:53:00,147.0,4.83,55.0
2020-08-01 04:54:00,160.0,4.58,49.0
2020-08-01 04:55:00,141.0,6.5,52.0
2020-08-01 04:56:00,129.0,5.03,59.0
2020-08-01 04:57:00,141.0,7.16,58.0
2020-08-01 04:58:00,141.0,7.36,56.0
2020-08-01 04:59:00,125.0,5.18,53.0
2020-08-01 05:00:00,132.0,7.03,61.0
2020-08-01 05:01:00,146.0,5.47,60.0
2020-08-01 05:02:00,138.0,4.42,70.0
2020-08-01 05:03:00,151.0,6.99,65.0
2020-08-01 05:04:00,134.0,7.51,58.0
2020-08-01 05:05:00,153.0,7.18,65.0
2020-08-01 05:06:00,173.0,5.88,61.0
2020-08-01 05:07:00,149.0,6.8,61.0
2020-08-01 05:08:00,139.0,6.53,61.0
2020-08-01 05:09:00,153.0,8.4,77.0
2020-08-01 05:10:00,150.0,7.96,63.0
2020-08-01 05:11:00,142.0,7.16,63.0
2020-08-01 05:12:00,158.0,7.17,55.0
2020-08-01 05:13:00,125.0,7.33,63.0
2020-08-01 05:14:00,129.0,7.11,69.0
2020-08-01 05:15:00,149.0,7.42,63.0
2020-08-01 05:16:00,145.0,7.7,56.0
2020-08-01 05:17:00,137.0,6.9,56.0
2020-08-01 05:18:00,135.0,8.14,58.0
2020-08-01 05:19:00,138.0,8.94,63.0
2020-08-01 05:20:00,142.0,6.16,64.0
2020-08-01 05:21:00,160.0,5.28,57.0
2020-08-01 05:22:00,143.0,7.03,58.0
2020-08-01 05:23:00,133.0,6.87,54.0
2020-08-01 05:24:00,153.0,7.17,53.0
2020-08-01 05:25:00,142.0,10.15,67.0
2020-08-01 05:26:00,135.0,7.21,58.0
2020-08-01 05:27:00,151.0,6.54,58.0
2020-08-01 05:28:00,162.0,6.91,60.0
2020-08-01 05:29:00,146.0,6.14,63.0
2020-08-01 05:30:00,146.0,5.97,54.0
2020-08-01 05:31:00,144.0,6.1,61.0
2020-08-01 05:32:00,133.0,6.12,62.0
2020-08-01 05:33:00,128.0,7.05,54.0
2020-08-01 05:34:00,159.0,6.33,56.0
2020-08-01 05:35:00,173.0,6.54,60.0
2020-08-01 05:36:00,154.0,6.49,70.0
2020-08-01 05:37:00,165.0,6.6,63.0
2020-08-01 05:38:00,131.0,6.85,60.0
2020-08-01 05:39:00,130.0,6.36,59.0
2020-08-01 05:40:00,142.0,5.2,53.0
2020-08-01 05:41:00,161.0,5.75,61.0
2020-08-01 05:42:00,174.0,6.06,62.0
2020-08-01 05:43:00,189.0,6.87,58.0
2020-08-01 05:44:00,141.0,6.46,67.0
2020-08-01 05:45:00,156.0,6.57,58.0
2020-08-01 05:46:00,155.0,5.66,51.0
2020-08-01 05:47:00,141.0,4.9,61.0
2020-08-01 05:48:00,138.0,4.72,55.0
2020-08-01 05:49:00,163.0,4.82,60.0
2020-08-01 05:50:00,166.0,6.26,53.0
2020-08-01 05:51:00,128.0,6.32,61.0
2020-08-01 05:52:00,155.0,4.93,51.0
2020-08-01 05:53:00,146.0,5.72,63.0
2020-08-01 05:54:00,131.0,4.7,52.0
2020-08-01 05:55:00,152.0,5.22,56.0
2020-08-01 05:56:00,133.0,5.69,59.0
2020-08-01 05:57:00,138.0,5.56,55.0
2020-08-01 05:58:00,168.0,6.22,55.0
2020-08-01 05:59:00,146.0,6.28,63.0
2020-08-01 06:00:00,132.0,5.78,65.0
2020-08-01 06:01:00,124.0,5.84,69.0
2020-08-01 06:02:00,120.0,6.85,57.0
2020-08-01 06:03:00,124.0,6.23,63.0
2020-08-01 06:04:00,129.0,4.97,58.0
2020-08-01 06:05:00,123.0,5.45,60.0
2020-08-01 06:06:00,119.0,5.45,58.0
2020-08-01 06:07:00,145.0,4.94,64.0
2020-08-01 06:08:00,125.0,4.51,63.0
2020-08-01 06:09:00,140.0,5.13,74.0
2020-08-01 06:10:00,133.0,4.65,55.0
2020-08-01 06:11:00,128.0,4.77,67.0
2020-08-01 06:12:00,112.0,4.79,54.0
2020-08-01 06:13:00,134.0,5.52,70.0
2020-08-01 06:14:00,122.0,4.7,57.0
2020-08-01 06:15:00,149.0,5.24,64.0
2020-08-01 06:16:00,145.0,4.76,50.0
2020-08-01 06:17:00,138.0,5.06,63.0
2020-08-01 06:18:00,127.0,4.97,62.0
2020-08-01 06:19:00,138.0,5.4,67.0
2020-08-01 06:20:00,144.0,5.1,59.0
2020-08-01 06:21:00,141.0,4.56,71.0
2020-08-01 06:22:00,148.0,4.71,50.0
2020-08-01 06:23:00,161.0,4.51,55.0
2020-08-01 06:24:00,138.0,4.42,51.0
2020-08-01 06:25:00,155.0,4.75,58.0
2020-08-01 06:26:00,135.0,4.05,63.0
2020-08-01 06:27:00,139.0,5.29,56.0
2020-08-01 06:28:00,146.0,5.11,50.0
2020-08-01 06:29:00,152.0,4.45,54.0
2020-08-01 06:30:00,140.0,4.3,48.0
2020-08-01 06:31:00,143.0,4.93,62.0
2020-08-01 06:32:00,135.0,3.59,45.0
2020-08-01 06:33:00,130.0,5.29,57.0
2020-08-01 06:34:00,142.0,4.89,53.0
2020-08-01 06:35:00,134.0,4.61,57.0
2020-08-01 06:36:00,147.0,5.63,53.0
2020-08-01 06:37:00,126.0,4.76,56.0
2020-08-01 06:38:00,116.0,3.88,51.0
2020-08-01 06:39:00,127.0,5.0,60.0
2020-08-01 06:40:00,143.0,4.78,59.0
2020-08-01 06:41:00,154.0,4.43,54.0
2020-08-01 06:42:00,130.0,5.03,39.0
2020-08-01 06:43:00,134.0,4.86,66.0
2020-08-01 06:44:00,135.0,5.04,49.0
2020-08-01 06:45:00,142.0,5.57,55.0
2020-08-01 06:46:00,131.0,10.13,49.0
2020-08-01 06:47:00,147.0,5.89,53.0
2020-08-01 06:48:00,130.0,7.41,47.0
2020-08-01 06:49:00,138.0,7.48,69.0
2020-08-01 06:50:00,158.0,6.32,54.0
2020-08-01 06:51:00,136.0,6.44,61.0
2020-08-01 06:52:00,129.0,7.16,46.0
2020-08-01 06:53:00,130.0,9.09,57.0
2020-08-01 06:54:00,147.0,8.79,52.0
2020-08-01 06:55:00,129.0,9.02,50.0
2020-08-01 06:56:00,120.0,8.19,51.0
2020-08-01 06:57:00,126.0,7.98,56.0
2020-08-01 06:58:00,139.0,6.8,54.0
2020-08-01 06:59:00,126.0,7.97,61.0
2020-08-01 07:00:00,141.0,8.33,43.0
2020-08-01 07:01:00,138.0,7.87,81.0
2020-08-01 07:02:00,133.0,6.37,51.0
2020-08-01 07:03:00,146.0,6.1,61.0
2020-08-01 07:04:00,140.0,7.08,56.0
2020-08-01 07:05:00,157.0,6.3,71.0
2020-08-01 07:06:00,132.0,6.62,50.0
2020-08-01 07:07:00,146.0,7.93,60.0
2020-08-01 07:08:00,132.0,7.0,55.0
2020-08-01 07:09:00,147.0,8.7,57.0
2020-08-01 07:10:00,168.0,5.59,56.0
2020-08-01 07:11:00,140.0,5.14,58.0
2020-08-01 07:12:00,127.0,5.41,51.0
2020-08-01 07:13:00,132.0,5.53,70.0
2020-08-01 07:14:00,127.0,6.69,60.0
2020-08-01 07:15:00,144.0,4.91,61.0
2020-08-01 07:16:00,149.0,4.69,48.0
2020-08-01 07:17:00,133.0,6.16,60.0
2020-08-01 07:18:00,132.0,5.25,59.0
2020-08-01 07:19:00,156.0,5.88,63.0
2020-08-01 07:20:00,142.0,5.52,46.0
2020-08-01 07:21:00,137.0,6.71,56.0
2020-08-01 07:22:00,152.0,5.54,43.0
2020-08-01 07:23:00,144.0,4.14,54.0
2020-08-01 07:24:00,112.0,4.67,47.0
2020-08-01 07:25:00,135.0,5.05,70.0
2020-08-01 07:26:00,122.0,5.8,56.0
2020-08-01 07:27:00,128.0,5.28,55.0
2020-08-01 07:28:00,130.0,4.36,45.0
2020-08-01 07:29:00,145.0,4.66,56.0
2020-08-01 07:30:00,124.0,5.85,66.0
2020-08-01 07:31:00,148.0,5.36,63.0
2020-08-01 07:32:00,131.0,6.18,44.0
2020-08-01 07:33:00,138.0,6.07,63.0
2020-08-01 07:34:00,147.0,5.19,42.0
2020-08-01 07:35:00,137.0,5.77,53.0
2020-08-01 07:36:00,114.0,5.13,57.0
2020-08-01 07:37:00,150.0,7.18,64.0
2020-08-01 07:38:00,120.0,5.42,54.0
2020-08-01 07:39:00,143.0,5.44,59.0
2020-08-01 07:40:00,156.0,5.62,48.0
2020-08-01 07:41:00,135.0,4.41,59.0
2020-08-01 07:42:00,118.0,4.29,44.0
2020-08-01 07:43:00,127.0,5.24,55.0
2020-08-01 07:44:00,142.0,5.14,45.0
2020-08-01 07:45:00,136.0,4.46,56.0
2020-08-01 07:46:00,143.0,4.29,48.0
2020-08-01 07:47:00,137.0,4.57,51.0
2020-08-01 07:48:00,122.0,4.54,50.0
2020-08-01 07:49:00,129.0,5.46,70.0
2020-08-01 07:50:00,130.0,5.81,52.0
2020-08-01 07:51:00,139.0,5.57,54.0
2020-08-01 07:52:00,133.0,4.56,49.0
2020-08-01 07:53:00,164.0,4.23,60.0
2020-08-01 07:54:00,178.0,3.69,42.0
2020-08-01 07:55:00,140.0,4.37,59.0
2020-08-01 07:56:00,123.0,4.4,43.0
2020-08-01 07:57:00,135.0,5.22,57.0
2020-08-01 07:58:00,166.0,4.57,47.0
2020-08-01 07:59:00,145.0,4.13,56.0
2020-08-01 08:00:00,127.0,3.58,57.0
2020-08-01 08:01:00,140.0,4.54,62.0
2020-08-01 08:02:00,123.0,5.24,54.0
2020-08-01 08:03:00,134.0,4.49,55.0
2020-08-01 08:04:00,123.0,4.39,51.0
2020-08-01 08:05:00,119.0,4.55,61.0
2020-08-01 08:06:00,136.0,4.22,49.0
2020-08-01 08:07:00,122.0,4.23,66.0
2020-08-01 08:08:00,138.0,4.14,55.0
2020-08-01 08:09:00,149.0,5.27,57.0
2020-08-01 08:10:00,141.0,4.43,46.0
2020-08-01 08:11:00,134.0,4.84,60.0
2020-08-01 08:12:00,120.0,3.54,50.0
2020-08-01 08:13:00,134.0,3.8,65.0
2020-08-01 08:14:00,127.0,3.76,48.0
2020-08-01 08:15:00,139.0,4.5,60.0
2020-08-01 08:16:00,147.0,4.67,52.0
2020-08-01 08:17:00,134.0,3.73,62.0
2020-08-01 08:18:00,126.0,4.07,55.0
2020-08-01 08:19:00,136.0,5.66,57.0
2020-08-01 08:20:00,137.0,4.06,47.0
2020-08-01 08:21:00,145.0,6.78,61.0
2020-08-01 08:22:00,132.0,6.3,49.0
2020-08-01 08:23:00,128.0,4.48,65.0
2020-08-01 08:24:00,137.0,5.47,66.0
2020-08-01 08:25:00,147.0,5.38,63.0
2020-08-01 08:26:00,126.0,6.02,50.0
2020-08-01 08:27:00,138.0,5.37,58.0
2020-08-01 08:28:00,155.0,5.0,54.0
2020-08-01 08:29:00,131.0,6.26,61.0
2020-08-01 08:30:00,140.0,5.07,46.0
2020-08-01 08:31:00,125.0,6.94,62.0
2020-08-01 08:32:00,136.0,5.05,48.0
2020-08-01 08:33:00,145.0,6.51,60.0
2020-08-01 08:34:00,129.0,6.46,48.0
2020-08-01 08:35:00,139.0,6.98,60.0
2020-08-01 08:36:00,117.0,7.57,57.0
2020-08-01 08:37:00,130.0,7.74,54.0
2020-08-01 08:38:00,142.0,4.73,48.0
2020-08-01 08:39:00,142.0,9.66,57.0
2020-08-01 08:40:00,133.0,8.09,47.0
2020-08-01 08:41:00,143.0,7.82,58.0
2020-08-01 08:42:00,152.0,7.07,48.0
2020-08-01 08:43:00,125.0,7.24,54.0
2020-08-01 08:44:00,133.0,6.83,51.0
2020-08-01 08:45:00,143.0,6.6,54.0
2020-08-01 08:46:00,127.0,6.72,49.0
2020-08-01 08:47:00,137.0,6.85,65.0
2020-08-01 08:48:00,111.0,6.55,57.0
2020-08-01 08:49:00,120.0,6.04,58.0
